"year","month","day","maxtemp","mintemp","precipitation"
1984,1,10,8.5,-4,0
1984,1,11,10,-2.5,0
1984,1,12,10,1,0
1984,1,13,12,3,0
1984,1,14,14.5,0,0.762
1984,1,15,13.5,-1,
1984,1,16,14,1,
1984,1,17,11,-4.5,
1984,1,18,10.5,-2,
1984,1,19,12,-4.5,
1984,1,20,12,-4.5,0
1984,1,21,10.5,-3.5,0
1984,1,22,12.5,-4,0
1984,1,23,10.5,-3.5,0
1984,1,24,12,-2,0
1984,1,25,14,0,0
1984,1,26,16.5,0,0
1984,1,27,14.5,-1,0
1984,1,28,17,1,0
1984,1,29,18,4.5,0
1984,1,30,11,-2.5,0
1984,1,31,13.5,-1,0
1984,2,1,16,1.5,0
1984,2,2,17,1.5,0
1984,2,3,18.5,2,0
1984,2,4,17,-1,0
1984,2,5,14.5,0,0
1984,2,6,16,0.5,0
1984,2,7,17.5,0.5,0
1984,2,8,16,0,0
1984,2,9,18,0.5,0
1984,2,10,19,-1.5,0
1984,2,11,12,-3,0
1984,2,12,14,0,0
1984,2,13,19,4,0
1984,2,14,19.5,-3,0
1984,2,15,16,2,0
1984,2,16,20,5,0
1984,2,17,11.5,-4,0
1984,2,18,13,0.5,0
1984,2,19,12.5,-3.5,0
1984,2,20,7,-4.5,0
1984,2,21,14.5,-1,0
1984,2,22,18.5,-1.5,0
1984,2,23,16,1.5,0
1984,2,24,19,2,0
1984,2,25,17.5,-1.5,0
1984,2,26,10.5,-2.5,0
1984,2,27,13,-1.5,0
1984,2,28,15.5,0,0
1984,2,29,19,5.5,0
1984,3,1,21,6,0
1984,3,2,21,2,0
1984,3,3,20.5,9.5,0
1984,3,4,18.5,0.5,0
1984,3,5,6.5,-6,0
1984,3,6,13,-1,0
1984,3,7,18,3,0
1984,3,8,20.5,3.5,0
1984,3,9,20,2.5,0
1984,3,10,20,13,0
1984,3,11,19.5,5,0
1984,3,12,22,6,0
1984,3,13,23,8,0
1984,3,14,23.5,6,0
1984,3,15,23,6,0
1984,3,16,23.5,4,0
1984,3,17,24,6,0
1984,3,18,18,0,0
1984,3,19,20,4.5,0
1984,3,20,23.5,6.5,0
1984,3,21,24,7.5,0
1984,3,22,20,1,0
1984,3,23,16,4,0
1984,3,24,21.5,5,0
1984,3,25,21,8,0
1984,3,26,21,10.5,0
1984,3,27,17,0,0
1984,3,28,17,1.5,0
1984,3,29,22,8,0
1984,3,30,20.5,1.5,0
1984,3,31,22.5,11,0
1984,4,1,18,-1,0
1984,4,2,15.5,1.5,0
1984,4,3,19.5,6,0
1984,4,4,22.5,6.5,0
1984,4,5,25,12,0
1984,4,6,20.5,4,2.794
1984,4,7,13,2,0.762
1984,4,8,21,5,0
1984,4,9,22,2.5,0
1984,4,10,23,6,0
1984,4,11,25.5,6.5,0
1984,4,12,25,7.5,0
1984,4,13,25.5,8,0
1984,4,14,24,6,0
1984,4,15,24.5,7,0
1984,4,16,26,8,0
1984,4,17,28,13,0
1984,4,18,26,13,0
1984,4,19,25,9,0
1984,4,20,16.5,1.5,0
1984,4,21,20,5.5,0
1984,4,22,23,6.5,0
1984,4,23,26.5,10,0
1984,4,24,26,12,0
1984,4,25,23.5,10.5,0
1984,4,26,15.5,1,0
1984,4,27,20.5,4.5,0
1984,4,28,20,3,0
1984,4,29,18,3.5,0
1984,4,30,25.5,6.5,0
1984,5,1,24,6.5,0
1984,5,2,25,10,0
1984,5,3,27.5,9.5,0
1984,5,4,30,15.5,0
1984,5,5,29,12,0
1984,5,6,28,11,0
1984,5,7,27.5,12,0
1984,5,8,26,11,0
1984,5,9,31,14.5,0
1984,5,10,32,15,0
1984,5,11,32,13.5,0
1984,5,12,31,14.5,0
1984,5,13,32.5,13.5,0
1984,5,14,30,16,2.286
1984,5,15,26.5,,0.254
1984,5,16,27.5,11,0
1984,5,17,28.5,11,0
1984,5,18,29,13,0
1984,5,19,30,13,0
1984,5,20,31,13.5,0
1984,5,21,31.5,13,0
1984,5,22,32.5,15.5,0
1984,5,23,34.5,21,0
1984,5,24,35.5,18,0
1984,5,25,33.5,16,0
1984,5,26,34,16.5,0
1984,5,27,34.5,17.5,0
1984,5,28,31,16,0
1984,5,29,31,15.5,0
1984,5,30,31,18,0
1984,5,31,31.5,19,0
1984,6,1,31.5,17.5,0
1984,6,2,27,13.5,2.54
1984,6,3,28,11,0
1984,6,4,27,16.5,0
1984,6,5,25,13,0
1984,6,6,27.5,15,0
1984,6,7,30,13.5,0
1984,6,8,31,16.5,0
1984,6,9,32,14.5,0
1984,6,10,32.5,15,0
1984,6,11,31.5,14.5,0
1984,6,12,31.5,,0
1984,6,13,32.5,14.5,0
1984,6,14,31.5,18,0
1984,6,15,32,15.5,0
1984,6,16,30.5,16.5,0
1984,6,17,31.5,16,0
1984,6,18,33,16,7.366
1984,6,19,26.5,14.5,0
1984,6,20,32,15.5,0
1984,6,21,34,17,0
1984,6,22,32,19.5,0
1984,6,23,32.5,20.5,0
1984,6,24,24.5,15,5.588
1984,6,25,26.5,15.5,5.842
1984,6,26,29,17,0
1984,6,27,29,16.5,0
1984,6,28,31.5,18,0
1984,6,29,31.5,15.5,0
1984,6,30,32.5,17.5,0
1984,7,1,32.5,17.5,0
1984,7,2,31.5,19,0
1984,7,3,32.5,16.5,0.508
1984,7,4,35,16,8.636
1984,7,5,32.5,19,0
1984,7,6,32,18.5,0
1984,7,7,31.5,18,0
1984,7,8,33,18.5,0
1984,7,9,34,18.5,0
1984,7,10,34,17.5,7.112
1984,7,11,32,15,9.906
1984,7,12,28.5,16.5,0
1984,7,13,31.5,16,0
1984,7,14,31.5,17,0
1984,7,15,33,18,0
1984,7,16,33.5,16.5,0.762
1984,7,17,32,16,0.762
1984,7,18,31.5,17,2.54
1984,7,19,30.5,14.5,0
1984,7,20,30.5,15.5,0
1984,7,21,,,6.858
1984,7,22,,,0
1984,7,23,,,2.286
1984,7,24,,,0
1984,7,25,,,0
1984,7,26,,,0.254
1984,7,27,,,0
1984,7,28,,,0
1984,7,29,,,0
1984,7,30,,,0
1984,7,31,32.5,19.5,0.254
1984,8,1,31,19,0
1984,8,2,31,17.5,0
1984,8,3,32.5,17,0.254
1984,8,4,28,16.5,0
1984,8,5,26.5,16,0.762
1984,8,6,31,16.5,0
1984,8,7,32.5,17.5,0
1984,8,8,29,15.5,8.128
1984,8,9,,,0.508
1984,8,10,,,18.034
1984,8,11,,,2.286
1984,8,12,,,1.016
1984,8,13,,,17.78
1984,8,14,,,0
1984,8,15,,,2.54
1984,8,16,,,0
1984,8,17,,,0
1984,8,18,,,0.762
1984,8,19,,,0
1984,8,20,,,0
1984,8,21,30,15.5,6.35
1984,8,22,30,15.5,0
1984,8,23,28.5,14,0
1984,8,24,28,18,0
1984,8,25,28,14.5,4.572
1984,8,26,26.5,14.5,15.494
1984,8,27,30,15.5,0
1984,8,28,29.5,18,0
1984,8,29,31.5,19,0
1984,8,30,31.5,16.5,0
1984,8,31,30.5,17,0
1984,9,1,28,,0
1984,9,2,29.5,15,0
1984,9,3,28,15.5,0
1984,9,4,27.5,12,0
1984,9,5,26.5,11,0
1984,9,6,28,15.5,0
1984,9,7,30,16,0
1984,9,8,31,16,0
1984,9,9,31,17,0
1984,9,10,31.5,14,7.62
1984,9,11,27,16.5,0.254
1984,9,12,28.5,17,0
1984,9,13,31.5,17,0
1984,9,14,32,16.5,0
1984,9,15,28,13.5,0
1984,9,16,27,13.5,0
1984,9,17,28,14.5,0
1984,9,18,28.5,13.5,0
1984,9,19,28.5,16,0
1984,9,20,31,14,0
1984,9,21,27.5,13,13.208
1984,9,22,27,14,0
1984,9,23,28.5,13,0
1984,9,24,29,16,0
1984,9,25,26.5,,2.286
1984,9,26,25.5,9,0
1984,9,27,,,0
1984,9,28,,,0
1984,9,29,24.5,14.5,0
1984,9,30,25,,0
1984,10,1,,,0
1984,10,2,,,20.574
1984,10,3,,,0
1984,10,4,,,0
1984,10,5,,,0
1984,10,6,,,0
1984,10,7,,,0
1984,10,8,,,0
1984,10,9,,,0
1984,10,10,,,0
1984,10,11,,,0
1984,10,12,,,0
1984,10,13,,,0
1984,10,14,,,0
1984,10,15,,,0
1984,10,16,,,0
1984,10,17,,,0
1984,10,18,,,0
1984,10,19,,,0
1984,10,20,,,11.684
1984,10,21,,,0
1984,10,22,,,0
1984,10,23,,,5.334
1984,10,24,,,16.256
1984,10,25,,,0
1984,10,26,,,2.032
1984,10,27,,,0
1984,10,28,,,0
1984,10,29,,,0
1984,10,30,23,8,0
1984,10,31,23.5,6.5,0
1984,11,1,21.5,7,0
1984,11,2,23,6.5,0
1984,11,3,23,7,0
1984,11,4,24,6.5,0
1984,11,5,24,7,0
1984,11,6,26,9.5,0
1984,11,7,25,8.5,0
1984,11,8,24,4,0
1984,11,9,18.5,4.5,0
1984,11,10,18.5,3,0
1984,11,11,21,4,0
1984,11,12,23,8.5,0
1984,11,13,24,5,0
1984,11,14,22,6.5,0
1984,11,15,22,6,0
1984,11,16,16,7,0
1984,11,17,15,1,0
1984,11,18,15.5,5,0
1984,11,19,13,-0.5,0
1984,11,20,12,-1,0
1984,11,21,11,2,0
1984,11,22,11.5,2,0
1984,11,23,9,1,18.034
1984,11,24,9.5,3.5,0
1984,11,25,9,1,0.762
1984,11,26,6,-4,0
1984,11,27,8.5,-4,0
1984,11,28,14,3,0
1984,11,29,15,-1,0
1984,11,30,14,0.5,0
1984,12,1,12,-2,0
1984,12,2,14.5,2,0
1984,12,3,15.5,2.5,1.778
1984,12,4,8.5,-2.5,5.08
1984,12,5,6.5,-0.5,0
1984,12,6,9,-1,0
1984,12,7,13,4.5,0
1984,12,8,18,2,0
1984,12,9,15.5,1,0
1984,12,10,17.5,6,10.414
1984,12,11,,,0
1984,12,12,,,14.478
1984,12,13,,,4.572
1984,12,14,,,0.762
1984,12,15,,,0
1984,12,16,,,0
1984,12,17,,,0
1984,12,18,17.5,5,0
1984,12,19,9,6.5,16.51
1984,12,20,14,-2,0
1984,12,21,9,-0.5,0
1984,12,22,11,0,0
1984,12,23,10,0,0
1984,12,24,14.5,5,0
1984,12,25,16,3,0
1984,12,26,13,7.5,0
1984,12,27,13.5,6.5,25.146
1984,12,28,14.5,0.5,0
1984,12,29,11.5,1,0
1984,12,30,12.5,-0.5,0
1984,12,31,11.5,-1.5,0
1985,1,1,9,-1.5,0
1985,1,2,4,-3.5,0
1985,1,3,6.5,-4,0
1985,1,4,10.5,-1,0
1985,1,5,13,-2,0
1985,1,6,14.5,1.5,0
1985,1,7,9,3,0
1985,1,8,13,0,0
1985,1,9,9,0,0.254
1985,1,10,13,0,0
1985,1,11,14,-2,0
1985,1,12,-2,-5.5,0
1985,1,13,0,-3.5,0
1985,1,14,1,0.5,0.508
1985,1,15,7,0.5,3.048
1985,1,16,6.5,-3,1.778
1985,1,17,9,-2,0
1985,1,18,14,0,0
1985,1,19,17,2,0
1985,1,20,13,-3,0
1985,1,21,10.5,-0.5,0
1985,1,22,11,1,0
1985,1,23,8,3,5.08
1985,1,24,7,3,0
1985,1,25,11,2,0
1985,1,26,,,7.874
1985,1,27,10,0,0.762
1985,1,28,9,1,
1985,1,29,12,4.5,
1985,1,30,10,-1,
1985,1,31,5,-2,
1985,2,1,1,-6,
1985,2,2,5,-3.5,
1985,2,3,5,-1,0.508
1985,2,4,4,-3.5,5.08
1985,2,5,1.5,-5.5,6.858
1985,2,6,5.5,-3.5,0
1985,2,7,11,-1.5,0
1985,2,8,14,1,0
1985,2,9,14,2.5,0
1985,2,10,14,-1.5,0
1985,2,11,11,-1,0
1985,2,12,16,2,0
1985,2,13,18.5,3.5,0
1985,2,14,17,3.5,0
1985,2,15,19.5,4.5,0
1985,2,16,22,7,0
1985,2,17,23,7,0
1985,2,18,21,7.5,0
1985,2,19,20,7,0
1985,2,20,19,6.5,0
1985,2,21,8,-1,0
1985,2,22,8,4,13.716
1985,2,23,7,-1.5,1.27
1985,2,24,10,-1,0
1985,2,25,16,4,0
1985,2,26,17.5,3,0
1985,2,27,13,2.5,1.016
1985,2,28,12.5,3,7.366
1985,3,1,17,4,0
1985,3,2,20,2,0
1985,3,3,7,-1,0
1985,3,4,11,0,0
1985,3,5,18,7,0
1985,3,6,19,5,0
1985,3,7,20,5,0
1985,3,8,21,8,0
1985,3,9,25,11,0
1985,3,10,25,8,0
1985,3,11,24.5,9,0
1985,3,12,18,4,0
1985,3,13,17,6.5,0.762
1985,3,14,9,5,7.366
1985,3,15,11.5,1,0
1985,3,16,12.5,4.5,0
1985,3,17,13,2.5,0
1985,3,18,17.5,6,0
1985,3,19,10,-0.5,0
1985,3,20,17,5.5,0
1985,3,21,19,6,0
1985,3,22,18,4,0
1985,3,23,19.5,6.5,0
1985,3,24,22,6.5,0
1985,3,25,21.5,14,0
1985,3,26,21,4,0
1985,3,27,23,8.5,0
1985,3,28,22,2,0
1985,3,29,8,-1,1.27
1985,3,30,11,1,0
1985,3,31,17,3.5,0
1985,4,1,19.5,5,0
1985,4,2,24.5,9,0
1985,4,3,26,10,0
1985,4,4,23.5,8,0
1985,4,5,23.5,6,0
1985,4,6,24,9,0
1985,4,7,25.5,8.5,0
1985,4,8,23,8,0
1985,4,9,23,10,0
1985,4,10,24,12,0
1985,4,11,26,11,0
1985,4,12,27,9.5,0
1985,4,13,27,10.5,0
1985,4,14,26.5,12,0
1985,4,15,28.5,12,0
1985,4,16,27,12,0
1985,4,17,25,10,0
1985,4,18,23,3,0
1985,4,19,23.5,7,0
1985,4,20,25,10,0
1985,4,21,19,7.5,0
1985,4,22,20.5,5,0
1985,4,23,23,9,0
1985,4,24,27,10,0
1985,4,25,25,9,0
1985,4,26,15,3,7.874
1985,4,27,10,2,16.002
1985,4,28,10,3,2.286
1985,4,29,21,7.5,0
1985,4,30,25,12,0
1985,5,1,26.5,12,0
1985,5,2,26,11,0
1985,5,3,26,12,0
1985,5,4,27,10,0
1985,5,5,23.5,11,0
1985,5,6,21,12,0
1985,5,7,26.5,14,0
1985,5,8,28,17,0
1985,5,9,30,20.5,0
1985,5,10,26,6.5,0
1985,5,11,24.5,6,0
1985,5,12,24.5,9.5,0
1985,5,13,23,6,0
1985,5,14,24.5,10,0
1985,5,15,30,10,0
1985,5,16,28.5,15,0
1985,5,17,28,14,0
1985,5,18,28,12,0
1985,5,19,27,11,0
1985,5,20,26.5,10.5,0
1985,5,21,27,12,0
1985,5,22,26.5,13,0
1985,5,23,29,14.5,0
1985,5,24,31,14.5,0
1985,5,25,31,14,0
1985,5,26,31.5,15,0
1985,5,27,32,14,0
1985,5,28,32,15,0
1985,5,29,31.5,17.5,0
1985,5,30,29,15.5,0
1985,5,31,25,12,0
1985,6,1,30,13,0
1985,6,2,30,13,0
1985,6,3,27,11,0
1985,6,4,21,8.5,0
1985,6,5,26.5,15.5,0
1985,6,6,28,19.5,0
1985,6,7,35.5,21,0
1985,6,8,37,21,0
1985,6,9,37,19.5,0
1985,6,10,35,17,0
1985,6,11,34,18.5,0
1985,6,12,35,19.5,0
1985,6,13,35,17.5,0
1985,6,14,35,18,0
1985,6,15,36,20,0
1985,6,16,36,21,0
1985,6,17,37,18,0
1985,6,18,35,19,0
1985,6,19,33,14,26.924
1985,6,20,30.5,15,2.794
1985,6,21,30.5,18,0
1985,6,22,31,18.5,0
1985,6,23,31.5,20,8.89
1985,6,24,30,17,0
1985,6,25,30,16,0
1985,6,26,30,16,0
1985,6,27,31,16,0
1985,6,28,32,17,0
1985,6,29,34.5,21.5,0
1985,6,30,30,19.5,0
1985,7,1,35.5,19,0
1985,7,2,35,18,0
1985,7,3,31.5,18,0
1985,7,4,36,20.5,0
1985,7,5,36,20,0
1985,7,6,36,19,0
1985,7,7,36,19,7.62
1985,7,8,33,19.5,0
1985,7,9,34,19.5,0
1985,7,10,35,19,0
1985,7,11,35,18.5,0
1985,7,12,34,22.5,0
1985,7,13,35.5,19.5,0
1985,7,14,34.5,18,0
1985,7,15,33,19,0
1985,7,16,32,17.5,0
1985,7,17,32.5,17.5,0
1985,7,18,32,16.5,3.81
1985,7,19,29,15.5,35.306
1985,7,20,27,18,0
1985,7,21,29,16,0
1985,7,22,25,15.5,0
1985,7,23,29,16.5,0
1985,7,24,30.5,17,14.986
1985,7,25,32.5,19,0
1985,7,26,30,17.5,0
1985,7,27,26,15.5,0
1985,7,28,26,17.5,0
1985,7,29,30,18,5.588
1985,7,30,29,17,9.398
1985,7,31,29,16.5,17.272
1985,8,1,23,15,13.208
1985,8,2,24.5,15,10.16
1985,8,3,27,15,43.688
1985,8,4,28,17.5,0
1985,8,5,30,18.5,0
1985,8,6,30.5,18,0
1985,8,7,30,17.5,0
1985,8,8,29,19,0
1985,8,9,27,18,0
1985,8,10,26.5,15.5,2.794
1985,8,11,18,14,6.35
1985,8,12,25,15,0.508
1985,8,13,25,17,0
1985,8,14,,,0
1985,8,15,32.5,17,0
1985,8,16,32.5,17.5,0
1985,8,17,31,17.5,0
1985,8,18,30,17,2.54
1985,8,19,26,18.5,0
1985,8,20,26.5,16,0.508
1985,8,21,29.5,20,0
1985,8,22,32,19,0
1985,8,23,33,19,0
1985,8,24,32,18.5,0
1985,8,25,31.5,16,0
1985,8,26,32,19.5,0
1985,8,27,32,18,0
1985,8,28,33,19,0
1985,8,29,33,18,1.524
1985,8,30,32.5,17,0
1985,8,31,32,18,0
1985,9,1,31,18,0
1985,9,2,29,17,13.716
1985,9,3,24,16,0.762
1985,9,4,27,14,0
1985,9,5,27,14,0
1985,9,6,27,13.5,0
1985,9,7,28,14.5,1.778
1985,9,8,30,15,0
1985,9,9,30,16.5,0
1985,9,10,29.5,13,0
1985,9,11,25,12.5,0
1985,9,12,26,13.5,0
1985,9,13,29,16,0
1985,9,14,26,15,0
1985,9,15,26.5,15,2.54
1985,9,16,28,15,0
1985,9,17,30,14,0
1985,9,18,21.5,14.5,9.652
1985,9,19,20.5,13,0
1985,9,20,22,11.5,0
1985,9,21,24.5,12,0
1985,9,22,26.5,13,0
1985,9,23,27,14,0
1985,9,24,29,12.5,0
1985,9,25,28.5,14.5,0
1985,9,26,28,13,0
1985,9,27,28.5,12,4.572
1985,9,28,13,7,38.1
1985,9,29,19.5,11.5,0
1985,9,30,18.5,11,0
1985,10,1,15,7.5,0
1985,10,2,21.5,12,0
1985,10,3,23,13,0
1985,10,4,25,12,0
1985,10,5,24.5,12,0
1985,10,6,28.5,16.5,0
1985,10,7,25,12,0
1985,10,8,20.5,13,13.208
1985,10,9,21,11.5,7.62
1985,10,10,16,6,23.876
1985,10,11,16,12.5,0
1985,10,12,19.5,13,0
1985,10,13,20.5,9,0
1985,10,14,20.5,8.5,0
1985,10,15,16.5,10,0
1985,10,16,11,8,61.722
1985,10,17,11,7,0
1985,10,18,17,8.5,0
1985,10,19,18,9.5,0
1985,10,20,18.5,8.5,0
1985,10,21,20,9,0
1985,10,22,21,8.5,0
1985,10,23,,,0
1985,10,24,,,0
1985,10,25,26.5,11.5,0
1985,10,26,25,11.5,0
1985,10,27,24,10,0
1985,10,28,23,10,0
1985,10,29,24,8.5,0
1985,10,30,22,10.5,0
1985,10,31,22,7,0
1985,11,1,15,6.5,1.016
1985,11,2,18,7.5,0
1985,11,3,21,7.5,0
1985,11,4,23,10,0
1985,11,5,23.5,7.5,0
1985,11,6,21,7,0
1985,11,7,21.5,7,0
1985,11,8,22,9,0
1985,11,9,20,11.5,0
1985,11,10,18,12,0
1985,11,11,18,10.5,0
1985,11,12,15.5,1.5,0.508
1985,11,13,11.5,1.5,0
1985,11,14,9,-1,0
1985,11,15,12.5,1.5,0
1985,11,16,18,7,0
1985,11,17,17.5,1,0
1985,11,18,16,0.5,0
1985,11,19,9,0.5,0
1985,11,20,19,3,0
1985,11,21,,,0
1985,11,22,,,0
1985,11,23,18.5,6,0
1985,11,24,18,8,0
1985,11,25,12.5,6.5,4.572
1985,11,26,13.5,3,4.572
1985,11,27,11.5,2,0
1985,11,28,12,4.5,0
1985,11,29,13.5,8,0
1985,11,30,9,0.5,1.524
1985,12,1,10,1.5,0
1985,12,2,15,5,0
1985,12,3,14.5,4.5,0
1985,12,4,15.5,3,0
1985,12,5,14.5,6,0
1985,12,6,19,4,0
1985,12,7,17,3,0
1985,12,8,18,4,0
1985,12,9,17,7,0
1985,12,10,10.5,,0
1985,12,11,12.5,-4,0.254
1985,12,12,,,6.096
1985,12,13,,,1.27
1985,12,14,,,0
1985,12,15,,,0
1985,12,16,,,0
1985,12,17,,,0
1985,12,18,,,0
1985,12,19,,,0
1985,12,20,16,2.5,0
1985,12,21,16.5,1,0
1985,12,22,16.5,2,0
1985,12,23,16,2,0
1985,12,24,16,0,0
1985,12,25,16,1,0
1985,12,26,18,2,0
1985,12,27,,,0
1985,12,28,,,0
1985,12,29,,,0
1985,12,30,,,0
1985,12,31,,,0
1986,1,1,20.8,-0.6,0
1986,1,2,20,0.3,0
1986,1,3,19.4,-1.1,0
1986,1,4,20.6,-0.6,0
1986,1,5,21.1,-0.6,0
1986,1,6,22.8,-0.8,0
1986,1,7,8.9,-2.2,1.778
1986,1,8,12.2,-5.6,0
1986,1,9,15.6,-5.3,0
1986,1,10,17.8,-3.3,0
1986,1,11,20.6,-4.7,0
1986,1,12,21.9,-3.9,0
1986,1,13,20.6,0.3,0
1986,1,14,16.9,1.1,0
1986,1,15,20.3,-0.6,0
1986,1,16,20.3,-1.7,0
1986,1,17,20.8,0.3,0
1986,1,18,23.9,3.1,0
1986,1,19,26.1,1.4,0
1986,1,20,27.8,1.4,0
1986,1,21,26.4,0.8,0
1986,1,22,26.4,0.3,0
1986,1,23,25.6,3.1,0
1986,1,24,22.8,-2.8,0
1986,1,25,24.2,-1.7,0
1986,1,26,22.8,-1.9,0
1986,1,27,24.4,0,0
1986,1,28,26.1,-0.6,0
1986,1,29,28.6,1.7,0
1986,1,30,26.9,7.2,0
1986,1,31,21.4,5,0.254
1986,2,1,16.1,6.4,1.27
1986,2,2,16.9,-0.6,0
1986,2,3,20.6,2.2,4.064
1986,2,4,12.2,-1.1,0
1986,2,5,12.8,-2.2,0
1986,2,6,17.2,-2.8,0
1986,2,7,9.4,-0.3,3.048
1986,2,8,14.4,2.2,15.24
1986,2,9,5.6,-3.3,1.27
1986,2,10,7.8,-3.3,0
1986,2,11,11.7,-0.6,0
1986,2,12,18.6,1.7,0
1986,2,13,20,2.5,0
1986,2,14,20.6,6.7,0
1986,2,15,22.5,10.6,0
1986,2,16,20.6,3.1,0
1986,2,17,20,3.6,0
1986,2,18,23.3,4.4,0
1986,2,19,23,7,0
1986,2,20,20.5,3,0
1986,2,21,16,3,0
1986,2,22,17.5,2,0
1986,2,23,20,6,0
1986,2,24,23,8.5,0
1986,2,25,25,10.5,0
1986,2,26,25,9,0
1986,2,27,21.5,5,0
1986,2,28,24,4,0
1986,3,1,22,10.5,0
1986,3,2,20,3.5,0
1986,3,3,20,,0
1986,3,4,,,0
1986,3,5,21,8.5,0
1986,3,6,24,6.5,0
1986,3,7,22.5,6.5,0
1986,3,8,23,11,0
1986,3,9,20,5.5,0
1986,3,10,20,3,0
1986,3,11,10,2.5,4.318
1986,3,12,12,2.5,0.254
1986,3,13,13.5,2.5,0
1986,3,14,9,0.5,6.604
1986,3,15,14,3.5,6.858
1986,3,16,18,0.5,
1986,3,17,20,,
1986,3,18,,,
1986,3,19,,,
1986,3,20,,,
1986,3,21,,,
1986,3,22,24,7.5,
1986,3,23,24,7.5,0
1986,3,24,25,8.5,0
1986,3,25,23.5,8.5,0
1986,3,26,25.5,10.5,0
1986,3,27,25,10,0
1986,3,28,24.5,8.5,0.254
1986,3,29,24,9.5,0
1986,3,30,24,12,0
1986,3,31,24,12,0
1986,4,1,22.5,11,0
1986,4,2,22,3,0
1986,4,3,17.5,2,0
1986,4,4,20.5,6.5,0
1986,4,5,23,10,0
1986,4,6,25,12,0
1986,4,7,27.5,8.5,0
1986,4,8,28,12,0
1986,4,9,25.5,12,0
1986,4,10,25,9,0
1986,4,11,24,9,0
1986,4,12,27,13.5,0
1986,4,13,25.5,6.5,0
1986,4,14,25.5,11,0
1986,4,15,28,9,0
1986,4,16,26.5,8.5,0
1986,4,17,22.5,4,0
1986,4,18,21,6,0
1986,4,19,21.5,7,0
1986,4,20,28.5,10,0
1986,4,21,,,0
1986,4,22,,,0
1986,4,23,24.5,12.5,0
1986,4,24,26.5,13.5,0
1986,4,25,24.5,10.5,0
1986,4,26,25.5,7.5,0
1986,4,27,24.5,10.5,0
1986,4,28,26.5,14,0
1986,4,29,23,11,0
1986,4,30,26.5,12.5,0
1986,5,1,29.5,13.5,0
1986,5,2,30.5,15,0
1986,5,3,29,10.5,1.524
1986,5,4,28,10,0
1986,5,5,27.5,10.5,0
1986,5,6,26.5,13,0
1986,5,7,23.5,4.5,0
1986,5,8,20.5,8.5,0
1986,5,9,23,9,0
1986,5,10,26,9.5,0
1986,5,11,27,11.5,0
1986,5,12,28,11.5,0
1986,5,13,28.5,12,0
1986,5,14,27,12,0
1986,5,15,29,11,0
1986,5,16,27.5,13.5,0
1986,5,17,23.5,7.5,0
1986,5,18,25,10,0
1986,5,19,29.5,13.5,0
1986,5,20,31.5,14,0
1986,5,21,30.5,15.5,0
1986,5,22,30,15.5,0
1986,5,23,30,17,0
1986,5,24,29.5,16,0
1986,5,25,31,15,0
1986,5,26,32,17.5,0
1986,5,27,29.5,13,0
1986,5,28,30,18.5,0
1986,5,29,28.5,15,0
1986,5,30,26,11.5,4.318
1986,5,31,27.5,11.5,0
1986,6,1,27,10.5,2.794
1986,6,2,25.5,13,0
1986,6,3,28,15.5,3.048
1986,6,4,30.5,16.5,0
1986,6,5,27.5,15,0.254
1986,6,6,30.5,16,0
1986,6,7,33,15.5,0
1986,6,8,31,14.5,0
1986,6,9,30,17,0
1986,6,10,30,16,0
1986,6,11,32,17.5,0.762
1986,6,12,34,17.5,
1986,6,13,35,20,
1986,6,14,35,18,
1986,6,15,34.5,21,
1986,6,16,33.5,20.5,
1986,6,17,33,19.5,
1986,6,18,31.5,15.5,0
1986,6,19,33,17,0
1986,6,20,33.5,15.5,0
1986,6,21,34.5,18,0
1986,6,22,34,18.5,0
1986,6,23,28,15.5,0
1986,6,24,25.5,16.5,2.286
1986,6,25,26.5,16.5,0
1986,6,26,31.5,17.5,0
1986,6,27,32,17.5,1.778
1986,6,28,31,19,0
1986,6,29,29,18,0
1986,6,30,28.5,17,2.54
1986,7,1,30.5,16,9.144
1986,7,2,27,17,0
1986,7,3,27.5,17.5,0.254
1986,7,4,21.5,15,1.524
1986,7,5,29,16.5,0
1986,7,6,31,19.5,0
1986,7,7,31,17.5,1.016
1986,7,8,27,16,22.098
1986,7,9,25,15.5,2.54
1986,7,10,26.5,16.5,0.254
1986,7,11,31,17.5,0
1986,7,12,32,18.5,0
1986,7,13,33,17.5,0
1986,7,14,28.5,16.5,4.318
1986,7,15,21,16,6.35
1986,7,16,19,16,16.51
1986,7,17,18.5,15,1.778
1986,7,18,24.5,16,0
1986,7,19,27.5,17.5,0
1986,7,20,29,16,0
1986,7,21,27.5,16.5,0
1986,7,22,22,13.5,1.27
1986,7,23,27.5,16.5,1.27
1986,7,24,30,17.5,0
1986,7,25,32,19,0
1986,7,26,34,18,0
1986,7,27,34.5,18,0
1986,7,28,33.5,18,0
1986,7,29,35.5,20,0
1986,7,30,36,20.5,0
1986,7,31,36.5,19,0
1986,8,1,34,19.5,0
1986,8,2,34,20,0
1986,8,3,34.5,19.5,0
1986,8,4,34.5,21,0
1986,8,5,35,21,0
1986,8,6,32.5,21.5,0
1986,8,7,34.5,19,0.254
1986,8,8,32.5,19,2.032
1986,8,9,29.5,18.5,0.508
1986,8,10,28,17,0
1986,8,11,28,18,3.556
1986,8,12,30,18,0
1986,8,13,29.5,16,0
