"ScientificName","CommonName","x","dates","county","waterbody","easting","northing","UTMZone","datum","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Peromyscus eremicus","Cactus mouse",1,2018-12-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",2,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",2,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",2,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",2,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus eremicus","Cactus mouse",1,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",2,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",12,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",20,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",12,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2018-03-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",13,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-11-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",19,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",13,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",11,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",17,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",10,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",13,2018-08-12,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",5,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",28,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",8,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",10,2018-08-13,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",4,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-11-11,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",23,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",10,2018-10-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",5,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",23,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",15,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",20,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-10-06,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",19,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",18,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2018-07-14,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",3,2018-06-10,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-09-04,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",20,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",18,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",17,2018-04-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",14,2018-04-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2018-07-15,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",13,2018-03-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",3,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2018-01-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2018-02-17,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2018-09-05,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2018-05-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2018-05-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2018-06-09,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
