"Observer","ScientificName","CommonName","x","dates","county","easting","northing","UTMZone","datum","coordinate_type","location_uncertainty","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",1,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Dead","","","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",2,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Dead","","","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",12,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",4,2024-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",12,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",1,2024-12-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Dead","","","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",12,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",15,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",17,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Dead","","","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",14,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",8,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",8,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",8,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",11,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",12,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",9,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",14,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",17,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",3,2024-12-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",11,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",16,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",8,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",6,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",6,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",2,2024-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",6,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",18,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",11,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",18,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",7,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys merriami","Merriam's kangaroo rat",8,2024-12-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",10,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",15,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",16,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",8,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",11,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",3,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",10,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",14,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",8,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",17,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",6,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",1,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys merriami","Merriam's kangaroo rat",6,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",5,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys merriami","Merriam's kangaroo rat",3,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",2,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",2,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",1,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",4,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",2,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",2,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",1,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",3,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",2,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys ordii","Ord's kangaroo rat",2,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",2,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Dipodomys ordii","Ord's kangaroo rat",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys ordii","Ord's kangaroo rat",2,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Dipodomys spectabilis","Banner-tailed kangaroo rat",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Dipodomys sp.","Kangaroo rat",1,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Eumeces obsoletus","Great Plains skink",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys leucogaster","Northern Grasshopper Mouse",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys leucogaster","Northern Grasshopper Mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys leucogaster","Northern Grasshopper Mouse",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys leucogaster","Northern Grasshopper Mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",2,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Onychomys torridus","Southern grasshopper mouse",1,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",2,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",3,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",7,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",7,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",2,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Onychomys torridus","Southern grasshopper mouse",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Onychomys torridus","Southern grasshopper mouse",4,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",2,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-12-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",3,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",2,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",10,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",7,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",3,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",5,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",3,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",2,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",6,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",5,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-12-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",7,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
