"Observer","ScientificName","CommonName","x","dates","county","easting","northing","UTMZone","datum","coordinate_type","location_uncertainty","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",6,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",3,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",3,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",11,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",5,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",2,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",2,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus baileyi","Bailey's pocket mouse",4,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",7,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",4,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Peromyscus eremicus","Cactus mouse",2,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Peromyscus eremicus","Cactus mouse",2,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Peromyscus eremicus","Cactus mouse",1,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",4,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",3,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Peromyscus eremicus","Cactus mouse",1,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",4,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Peromyscus eremicus","Cactus mouse",1,2024-12-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",2,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Peromyscus eremicus","Cactus mouse",2,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Peromyscus eremicus","Cactus mouse",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus eremicus","Cactus mouse",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Perognathus flavus","Silky pocket mouse",1,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Perognathus flavus","Silky pocket mouse",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Perognathus flavus","Silky pocket mouse",1,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Perognathus flavus","Silky pocket mouse",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Perognathus flavus","Silky pocket mouse",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus maniculatus","Deer Mouse",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus maniculatus","Deer Mouse",2,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Peromyscus maniculatus","Deer Mouse",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",13,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",10,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",6,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",12,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",16,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",11,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",8,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",6,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",10,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Dead","","","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",4,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",6,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Dead","","","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",2,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Dead","","","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",2,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",3,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",10,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",6,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",5,2024-06-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",4,2024-10-12,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",7,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",3,2024-10-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",1,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",11,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",13,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",6,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",19,2024-08-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",1,2024-08-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",1,2024-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",8,2024-09-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",4,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Chaetodipus penicillatus","Desert pocket mouse",2,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",1,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-04-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",4,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",4,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",2,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-06-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",2,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",3,2024-03-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-02-11,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-02-10,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-01-07,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",2,2024-01-06,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-05-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Reithrodontomys megalotis","Western harvest mouse",1,2024-03-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Spizella breweri","Brewer's sparrow",1,2024-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Spizella breweri","Brewer's sparrow",1,2024-04-05,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
"Dumandan, Patricia","Spermophilus spilosoma","Spotted ground squirrel",1,2024-07-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
