"Observer","ScientificName","CommonName","x","dates","county","easting","northing","UTMZone","datum","coordinate_type","location_uncertainty","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-03-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-04-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",3,2025-05-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",3,2025-05-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",1,2025-02-08,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",6,2025-06-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-03-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus baileyi","Bailey's pocket mouse",2,2025-03-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Peromyscus eremicus","Cactus mouse",1,2025-02-09,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",1,2025-04-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-11-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Dead","","","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-11-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Dead","","","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",10,2025-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-12-14,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-12-14,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Dead","","","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-11-29,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Dead","","","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-12-14,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Dead","","","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-10-18,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",3,2025-10-19,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-03-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-11-29,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",10,2025-07-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",5,2025-11-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",3,2025-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-03-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",5,2025-09-19,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",6,2025-12-14,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-03-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",3,2025-05-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",21,2025-06-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",4,2025-08-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Yenni, Glenda","Chaetodipus penicillatus","Desert pocket mouse",2,2025-04-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",21,2025-06-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-05-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-11-29,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",18,2025-05-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",3,2025-08-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",4,2025-05-04,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",3,2025-12-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",18,2025-05-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-08-31,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-10-19,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-11-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-09-20,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-08-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-11-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",3,2025-09-20,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",1,2025-08-30,"Cochise",-109.0830584,31.93907884,"","","DD","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-09-19,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",2,2025-12-14,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Chaetodipus penicillatus","Desert pocket mouse",7,2025-05-03,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",1,2025-10-18,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Lamb, Samantha","Chaetodipus penicillatus","Desert pocket mouse",3,2025-12-13,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Reithrodontomys megalotis","Western harvest mouse",3,2025-06-01,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Padgett, Raven","Reithrodontomys montanus","Plains harvest mouse",1,2025-03-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","Female","Dead","","","","desert scrubland","",""
"Padgett, Raven","Spermophilus spilosoma","Spotted ground squirrel",1,2025-03-02,"Cochise",-109.0830584,31.93907884,"","","DD","","Adult","","Released Alive","","PIT","","desert scrubland","",""
