gps_num,plot,type,number,east,north,elev,hor_error,vert_error,flag,notes
1356,6,stake,17,681620.994,3535310.521,1314.317,0.015,0.021,0,
1365,6,stake,21,681583.092,3535302.58,1315.149,0.014,0.019,0,
1364,6,stake,22,681589.567,3535302.974,1314.964,0.014,0.02,0,
1363,6,stake,23,681595.494,3535303.041,1314.878,0.015,0.02,0,
1362,6,stake,24,681601.264,3535303.078,1314.712,0.015,0.02,0,
1361,6,stake,25,681608.188,3535303.396,1314.601,0.014,0.02,0,
1360,6,stake,26,681614.385,3535303.586,1314.451,0.014,0.02,0,
1359,6,stake,27,681621.051,3535303.571,1314.363,0.015,0.021,0,
1366,6,stake,31,681583.013,3535296.584,1315.182,0.014,0.019,0,
1368,6,stake,32,681589.036,3535296.716,1315.124,0.014,0.019,0,
1369,6,stake,33,681595.415,3535297.033,1314.909,0.013,0.019,0,
1371,6,stake,34,681601.667,3535297.042,1314.765,0.013,0.019,0,
1372,6,stake,35,681608.105,3535297.261,1314.678,0.014,0.02,0,
1374,6,stake,36,681614.037,3535297.382,1314.541,0.013,0.019,0,
1375,6,stake,37,681620.934,3535297.511,1314.396,0.013,0.019,0,
1383,6,stake,41,681583.032,3535289.969,1315.217,0.013,0.019,0,
1382,6,stake,42,681589.298,3535290.119,1315.039,0.015,0.022,0,
1381,6,stake,43,681595.491,3535290.269,1314.923,0.013,0.019,0,
1380,6,stake,44,681601.66,3535290.5,1314.824,0.014,0.02,0,
1379,6,stake,45,681608.064,3535290.764,1314.703,0.014,0.02,0,
1378,6,stake,46,681614.356,3535291.043,1314.548,0.014,0.02,0,
1377,6,stake,47,681621.118,3535291.167,1314.466,0.014,0.02,0,
1384,6,stake,51,681583.006,3535283.627,1315.136,0.014,0.02,0,
1386,6,stake,52,681589.171,3535283.838,1315.041,0.013,0.019,0,
1387,6,stake,53,681595.407,3535284.033,1314.942,0.013,0.018,0,
1389,6,stake,54,681601.755,3535284.319,1314.878,0.013,0.018,0,
1390,6,stake,55,681608.085,3535284.417,1314.778,0.014,0.019,0,
1392,6,stake,56,681614.301,3535284.677,1314.607,0.013,0.018,0,
1393,6,stake,57,681621.111,3535284.89,1314.417,0.014,0.019,0,
1401,6,stake,61,681583.017,3535277.331,1315.113,0.013,0.019,0,
1400,6,stake,62,681589.199,3535277.371,1314.96,0.013,0.019,0,
1399,6,stake,63,681595.444,3535277.593,1314.887,0.014,0.02,0,
1398,6,stake,64,681601.707,3535277.891,1314.692,0.013,0.02,0,
1397,6,stake,65,681607.923,3535278.127,1314.57,0.013,0.019,0,
1396,6,stake,66,681614.035,3535278.322,1314.434,0.013,0.019,0,
1395,6,stake,67,681620.864,3535278.634,1314.36,0.013,0.019,0,
1402,6,stake,71,681582.858,3535271.198,1315.153,0.014,0.019,0,
1404,6,stake,72,681589.106,3535271.383,1315.025,0.013,0.019,0,
1405,6,stake,73,681595.335,3535271.709,1314.893,0.013,0.019,0,
1407,6,stake,74,681601.489,3535271.736,1314.794,0.013,0.02,0,
1408,6,stake,75,681607.88,3535271.967,1314.698,0.013,0.018,0,
1410,6,stake,76,681614.16,3535272.192,1314.641,0.013,0.018,0,
1411,6,stake,77,681621.089,3535272.045,1314.569,0.013,0.019,0,
1490,7,corner,1,681202.075,3535201.862,1322.129,0.015,0.019,0,
1503,7,corner,2,681252.373,3535205.62,1321.463,0.014,0.016,0,
1559,7,corner,3,681203.785,3535152.229,1322.497,0.012,0.016,0,
1558,7,corner,4,681252.787,3535153.426,1321.52,0.012,0.017,0,
1493,7,quadrat,11,681208.96,3535193.609,1322.218,0.015,0.017,1,unclear_less_western_stake
1496,7,quadrat,13,681220.608,3535193.895,1322.001,0.013,0.015,0,
1499,7,quadrat,15,681233.936,3535194.569,1321.76,0.014,0.016,0,
1502,7,quadrat,17,681245.896,3535195.287,1321.521,0.014,0.015,0,
1512,7,quadrat,31,681208.967,3535181.927,1322.258,0.014,0.016,0,
1515,7,quadrat,33,681221.441,3535182.412,1322.034,0.014,0.017,0,
1518,7,quadrat,35,681233.934,3535182.739,1321.805,0.015,0.018,0,
1521,7,quadrat,37,681245.905,3535182.342,1321.612,0.015,0.019,0,
1530,7,quadrat,51,681209.687,3535168.626,1322.333,0.013,0.017,0,
1533,7,quadrat,53,681221.822,3535169.012,1322.136,0.013,0.016,0,
1536,7,quadrat,55,681233.957,3535169.168,1321.919,0.013,0.017,0,
1539,7,quadrat,57,681246.123,3535169.029,1321.838,0.013,0.017,0,
1548,7,quadrat,71,681209.439,3535156.176,1322.403,0.012,0.017,0,
1551,7,quadrat,73,681222.022,3535156.707,1322.245,0.013,0.018,0,
1554,7,quadrat,75,681234.337,3535156.71,1322.093,0.013,0.018,0,
1557,7,quadrat,77,681245.752,3535157.618,1321.814,0.012,0.018,0,
1491,7,stake,11,681209.601,3535195.636,1322.186,0.015,0.016,0,
1494,7,stake,12,681215.929,3535195.765,1322.139,0.014,0.016,0,
1495,7,stake,13,681221.569,3535195.922,1321.988,0.014,0.016,0,
1497,7,stake,14,681227.8,3535196.238,1321.884,0.014,0.016,0,
1498,7,stake,15,681234.269,3535196.502,1321.746,0.014,0.016,0,
1500,7,stake,16,681240.231,3535196.998,1321.712,0.013,0.016,0,
1501,7,stake,17,681246.162,3535197.325,1321.573,0.014,0.015,0,
1510,7,stake,21,681209.489,3535189.451,1322.153,0.014,0.017,0,
1509,7,stake,22,681215.666,3535189.615,1322.088,0.014,0.017,0,
1508,7,stake,23,681221.954,3535189.874,1322.047,0.015,0.017,0,
1507,7,stake,24,681228.043,3535190.244,1321.956,0.014,0.016,0,
1506,7,stake,25,681234.267,3535190.555,1321.82,0.015,0.017,0,
1505,7,stake,26,681240.322,3535190.896,1321.703,0.014,0.017,0,
1504,7,stake,27,681246.668,3535191.137,1321.533,0.014,0.016,0,
1511,7,stake,31,681209.515,3535183.966,1322.235,0.015,0.017,0,
1513,7,stake,32,681215.676,3535184.209,1322.119,0.014,0.017,0,
1514,7,stake,33,681222.06,3535184.414,1322.004,0.014,0.017,0,
1516,7,stake,34,681228.114,3535184.624,1321.884,0.013,0.017,0,
1517,7,stake,35,681234.421,3535184.599,1321.793,0.015,0.018,0,
1519,7,stake,36,681240.49,3535184.744,1321.716,0.015,0.018,0,
1520,7,stake,37,681246.726,3535184.784,1321.581,0.015,0.018,0,
1528,7,stake,41,681209.484,3535176.438,1322.281,0.014,0.018,0,
1527,7,stake,42,681215.728,3535176.761,1322.191,0.014,0.017,0,
1526,7,stake,43,681222.069,3535177.095,1322.06,0.014,0.018,0,
1525,7,stake,44,681228.35,3535177.607,1321.949,0.013,0.017,0,
1524,7,stake,45,681234.493,3535177.661,1321.868,0.014,0.017,0,
1523,7,stake,46,681240.488,3535177.914,1321.734,0.014,0.018,0,
1522,7,stake,47,681246.681,3535178,1321.63,0.014,0.017,0,
1529,7,stake,51,681209.614,3535170.598,1322.372,0.013,0.017,0,
1531,7,stake,52,681215.993,3535170.761,1322.224,0.013,0.017,0,
1532,7,stake,53,681222.198,3535171.066,1322.097,0.013,0.017,0,
1534,7,stake,54,681228.354,3535171.305,1321.986,0.013,0.016,0,
1535,7,stake,55,681234.446,3535171.159,1321.907,0.013,0.017,0,
1537,7,stake,56,681240.621,3535171.629,1321.793,0.013,0.017,0,
1538,7,stake,57,681246.87,3535171.649,1321.724,0.013,0.017,0,
1546,7,stake,61,681209.934,3535164.104,1322.382,0.013,0.019,0,
1545,7,stake,62,681216.252,3535164.433,1322.28,0.013,0.018,0,
1544,7,stake,63,681222.421,3535164.583,1322.205,0.013,0.019,0,
1543,7,stake,64,681228.536,3535164.672,1322.086,0.013,0.018,0,
1542,7,stake,65,681234.731,3535165.167,1321.97,0.013,0.018,0,
1541,7,stake,66,681240.905,3535165.297,1321.98,0.013,0.018,0,
1540,7,stake,67,681247.171,3535165.55,1321.846,0.012,0.017,0,
1547,7,stake,71,681209.884,3535158.232,1322.427,0.012,0.017,0,
1549,7,stake,72,681216.267,3535158.669,1322.281,0.012,0.018,0,
1550,7,stake,73,681222.394,3535158.687,1322.2,0.013,0.019,0,
1552,7,stake,74,681228.67,3535159.009,1322.188,0.012,0.017,0,
1553,7,stake,75,681234.774,3535158.899,1322.087,0.013,0.018,0,
1555,7,stake,76,681240.985,3535159.418,1321.973,0.013,0.018,0,
1556,7,stake,77,681247.216,3535159.544,1321.793,0.012,0.017,0,
1560,8,corner,1,681306.913,3535177.001,1320.706,0.013,0.019,0,
1572,8,corner,2,681356.544,3535179.591,1319.842,0.012,0.017,0,
1618,8,corner,3,681309.596,3535127.759,1321.253,0.012,0.018,0,
1628,8,corner,4,681358.407,3535130.597,1320.405,0.012,0.018,0,
1562,8,quadrat,11,681312.372,3535170.13,1320.721,0.012,0.018,0,
1565,8,quadrat,13,681324.649,3535170.65,1320.316,0.013,0.019,0,
1568,8,quadrat,15,681337.463,3535171.017,1320.048,0.012,0.018,0,
1571,8,quadrat,17,681350.06,3535171.409,1320.067,0.013,0.018,0,
1581,8,quadrat,31,681313.227,3535157.314,1320.809,0.012,0.019,0,
1584,8,quadrat,33,681325.596,3535157.964,1320.487,0.013,0.02,0,
1587,8,quadrat,35,681337.908,3535158.573,1320.434,0.013,0.019,0,
1590,8,quadrat,37,681350.719,3535159.234,1320.182,0.012,0.018,0,
1599,8,quadrat,51,681313.706,3535144.514,1320.925,0.013,0.018,0,
1602,8,quadrat,53,681326.21,3535144.777,1320.817,0.013,0.02,0,
1605,8,quadrat,55,681338.674,3535145.263,1320.521,0.013,0.019,0,
1608,8,quadrat,57,681350.598,3535145.851,1320.365,0.013,0.019,1,no_stake_guessed
1617,8,quadrat,71,681314.327,3535131.665,1321.144,0.013,0.02,0,
1621,8,quadrat,73,681326.679,3535132.197,1320.934,0.013,0.019,0,
1624,8,quadrat,75,681339.393,3535133.051,1320.631,0.012,0.018,0,
1627,8,quadrat,77,681351.646,3535133.694,1320.453,0.013,0.02,0,
1561,8,stake,11,681312.913,3535172.172,1320.751,0.012,0.018,0,
1563,8,stake,12,681318.909,3535172.22,1320.61,0.013,0.019,0,
1564,8,stake,13,681325.921,3535172.842,1320.296,0.013,0.018,0,
1566,8,stake,14,681331.677,3535172.738,1320.094,0.012,0.018,0,
1567,8,stake,15,681338.01,3535173.061,1320.021,0.012,0.018,0,
1569,8,stake,16,681344.479,3535173.252,1319.998,0.012,0.018,0,
1570,8,stake,17,681350.481,3535173.496,1319.964,0.012,0.017,0,
1579,8,stake,21,681313.23,3535165.914,1320.655,0.013,0.019,0,
1578,8,stake,22,681319.265,3535166.41,1320.528,0.012,0.017,0,
1577,8,stake,23,681325.968,3535166.481,1320.36,0.013,0.019,0,
1576,8,stake,24,681331.764,3535166.568,1320.196,0.012,0.018,0,
1575,8,stake,25,681338.201,3535166.841,1320.221,0.013,0.02,0,
1574,8,stake,26,681344.501,3535167.181,1320.222,0.008,0.012,0,
1573,8,stake,27,681350.542,3535167.392,1320.117,0.012,0.018,0,
1580,8,stake,31,681313.53,3535159.413,1320.741,0.012,0.018,0,
1582,8,stake,32,681319.772,3535159.603,1320.584,0.012,0.018,0,
1583,8,stake,33,681325.851,3535160.047,1320.428,0.012,0.018,0,
1585,8,stake,34,681332.057,3535160.156,1320.418,0.012,0.019,0,
1586,8,stake,35,681338.438,3535160.622,1320.404,0.012,0.018,0,
1588,8,stake,36,681344.709,3535161.03,1320.323,0.013,0.019,0,
1589,8,stake,37,681351.157,3535161.162,1320.164,0.013,0.019,0,
1597,8,stake,41,681313.944,3535152.558,1320.778,0.013,0.019,0,
1596,8,stake,42,681320.15,3535152.851,1320.748,0.013,0.018,0,
1595,8,stake,43,681326.397,3535153.049,1320.703,0.013,0.02,0,
1594,8,stake,44,681332.63,3535153.286,1320.629,0.012,0.018,0,
1593,8,stake,45,681338.778,3535153.056,1320.511,0.013,0.02,0,
1592,8,stake,46,681345.14,3535153.824,1320.32,0.013,0.019,0,
1591,8,stake,47,681351.231,3535153.908,1320.252,0.013,0.021,0,
1598,8,stake,51,681314.143,3535146.455,1320.847,0.012,0.019,0,
1600,8,stake,52,681320.353,3535146.726,1320.877,0.013,0.019,0,
1601,8,stake,53,681326.66,3535146.743,1320.81,0.013,0.021,0,
1603,8,stake,54,681332.792,3535147.051,1320.635,0.013,0.02,0,
1604,8,stake,55,681339.004,3535147.2,1320.516,0.013,0.02,0,
1606,8,stake,56,681345.097,3535147.591,1320.411,0.012,0.018,0,
1607,8,stake,57,681351.459,3535147.876,1320.308,0.012,0.018,0,
1615,8,stake,61,681314.454,3535140.199,1321.013,0.014,0.02,0,
1614,8,stake,62,681320.689,3535140.415,1320.892,0.013,0.019,0,
1613,8,stake,63,681326.867,3535140.811,1320.808,0.013,0.019,0,
1612,8,stake,64,681333.061,3535141.019,1320.713,0.013,0.019,0,
1611,8,stake,65,681339.55,3535140.98,1320.588,0.013,0.02,0,
1610,8,stake,66,681345.56,3535141.529,1320.474,0.012,0.018,0,
1609,8,stake,67,681351.798,3535141.043,1320.421,0.013,0.02,0,
1616,8,stake,71,681314.592,3535133.729,1321.143,0.013,0.019,0,
1619,8,stake,72,681320.918,3535133.852,1321.024,0.013,0.019,0,
1620,8,stake,73,681327.005,3535134.145,1320.845,0.014,0.02,0,
1622,8,stake,74,681333.304,3535134.495,1320.751,0.012,0.019,0,
1623,8,stake,75,681339.629,3535134.936,1320.626,0.013,0.019,0,
1625,8,stake,76,681346.058,3535135.149,1320.521,0.012,0.018,0,
1626,8,stake,77,681352.023,3535135.638,1320.426,0.013,0.02,0,
1629,9,corner,1,681382.573,3535178.712,1319.407,0.014,0.019,0,
1641,9,corner,2,681432.728,3535181.151,1318.475,0.013,0.019,0,
1687,9,corner,3,681383.997,3535128.649,1320.083,0.015,0.017,0,
1697,9,corner,4,681433.44,3535130.842,1319.132,0.015,0.016,0,
1631,9,quadrat,11,681388.422,3535171.216,1319.285,0.013,0.019,0,
1634,9,quadrat,13,681400.727,3535170.728,1319.099,0.013,0.019,0,
1637,9,quadrat,15,681413.609,3535170.914,1318.931,0.013,0.019,0,
1640,9,quadrat,17,681426.897,3535171.331,1318.794,0.014,0.019,0,
1650,9,quadrat,31,681388.899,3535157.879,1319.567,0.013,0.018,0,
1653,9,quadrat,33,681401.331,3535158.664,1319.338,0.014,0.019,0,
1656,9,quadrat,35,681413.977,3535159.372,1319.152,0.014,0.018,0,
1659,9,quadrat,37,681426.843,3535159.538,1319.017,0.013,0.018,0,
1668,9,quadrat,51,681389.095,3535145.322,1319.749,0.013,0.018,0,
1671,9,quadrat,53,681401.518,3535146.012,1319.596,0.015,0.019,0,
1674,9,quadrat,55,681414.032,3535146.3,1319.423,0.013,0.017,0,
1677,9,quadrat,57,681426.655,3535146.888,1319.103,0.014,0.018,0,
1686,9,quadrat,71,681389.857,3535133.279,1319.859,0.014,0.017,0,
1690,9,quadrat,73,681401.851,3535133.328,1319.871,0.015,0.017,0,
1693,9,quadrat,75,681413.33,3535134.101,1319.523,0.015,0.017,0,
1696,9,quadrat,77,681427.219,3535134.272,1319.232,0.015,0.017,0,
1630,9,stake,11,681388.853,3535173.341,1319.273,0.013,0.018,0,
1632,9,stake,12,681395.018,3535172.776,1319.221,0.013,0.02,0,
1633,9,stake,13,681401.49,3535172.679,1319.057,0.013,0.018,0,
1635,9,stake,14,681407.593,3535172.982,1318.925,0.013,0.019,0,
1636,9,stake,15,681414.029,3535172.89,1318.893,0.013,0.018,0,
1638,9,stake,16,681420.23,3535172.943,1318.804,0.013,0.018,0,
1639,9,stake,17,681427.418,3535173.312,1318.754,0.013,0.019,0,
1648,9,stake,21,681389.06,3535166.546,1319.409,0.013,0.018,0,
1647,9,stake,22,681395.26,3535166.249,1319.5,0.014,0.019,0,
1646,9,stake,23,681401.351,3535166.608,1319.18,0.013,0.018,0,
1645,9,stake,24,681407.595,3535166.945,1319.071,0.013,0.018,0,
1644,9,stake,25,681414.211,3535166.796,1318.968,0.013,0.019,0,
1643,9,stake,26,681420.366,3535166.934,1318.946,0.013,0.018,0,
1642,9,stake,27,681427.145,3535166.857,1318.898,0.014,0.019,0,
1649,9,stake,31,681389.18,3535159.976,1319.532,0.013,0.018,0,
1651,9,stake,32,681395.429,3535160.231,1319.437,0.013,0.018,0,
1652,9,stake,33,681401.458,3535160.056,1319.338,0.013,0.018,0,
1654,9,stake,34,681407.766,3535160.433,1319.223,0.013,0.018,0,
1655,9,stake,35,681414.404,3535160.789,1319.18,0.013,0.018,0,
1657,9,stake,36,681420.615,3535161.226,1319.041,0.013,0.018,0,
1658,9,stake,37,681427.32,3535161.477,1318.983,0.014,0.019,0,
1666,9,stake,41,681389.307,3535153.929,1319.622,0.013,0.018,0,
1665,9,stake,42,681395.534,3535154.297,1319.554,0.013,0.018,0,
1664,9,stake,43,681401.737,3535154.559,1319.43,0.013,0.017,0,
1663,9,stake,44,681407.851,3535154.708,1319.43,0.014,0.019,0,
1662,9,stake,45,681414.509,3535154.986,1319.257,0.013,0.019,0,
1661,9,stake,46,681421.077,3535155.034,1319.228,0.014,0.018,0,
1660,9,stake,47,681427.163,3535155.2,1319.062,0.014,0.018,0,
1667,9,stake,51,681389.627,3535147.396,1319.734,0.014,0.019,0,
1669,9,stake,52,681395.624,3535147.767,1319.652,0.013,0.017,0,
1670,9,stake,53,681401.909,3535148.026,1319.574,0.014,0.018,0,
1672,9,stake,54,681408.32,3535148.18,1319.457,0.013,0.017,0,
1673,9,stake,55,681414.699,3535148.389,1319.374,0.014,0.017,0,
1675,9,stake,56,681421.018,3535148.633,1319.218,0.014,0.018,0,
1676,9,stake,57,681427.318,3535148.9,1319.075,0.014,0.018,0,
1684,9,stake,61,681389.45,3535141.616,1319.829,0.014,0.016,0,
1683,9,stake,62,681395.69,3535141.714,1319.774,0.015,0.018,0,
1682,9,stake,63,681402.004,3535141.85,1319.726,0.014,0.016,0,
1681,9,stake,64,681408.186,3535142.007,1319.545,0.014,0.017,0,
1680,9,stake,65,681414.68,3535142.22,1319.363,0.014,0.017,0,
1679,9,stake,66,681420.892,3535142.359,1319.307,0.014,0.017,0,
1678,9,stake,67,681427.233,3535142.655,1319.11,0.013,0.017,0,
1685,9,stake,71,681389.746,3535135.123,1319.859,0.014,0.016,0,
1688,9,stake,72,681395.853,3535135.392,1319.793,0.014,0.016,0,
1689,9,stake,73,681402.029,3535135.568,1319.698,0.014,0.016,0,
1691,9,stake,74,681408.518,3535135.631,1319.609,0.014,0.016,0,
1692,9,stake,75,681414.913,3535135.94,1319.485,0.015,0.017,0,
1694,9,stake,76,681421.26,3535135.067,1319.394,0.015,0.017,0,
1695,9,stake,77,681427.533,3535136.268,1319.227,0.015,0.017,0,
1698,10,corner,1,681458.098,3535200.064,1317.731,0.017,0.018,0,
1710,10,corner,2,681508.12,3535202.197,1317.161,0.016,0.016,0,
1757,10,corner,3,681459.871,3535150.463,1318.522,0.017,0.018,0,
1767,10,corner,4,681509.371,3535152.377,1317.464,0.017,0.021,0,
1700,10,quadrat,11,681464.353,3535192.358,1317.831,0.017,0.017,0,
1703,10,quadrat,13,681476.231,3535192.887,1317.697,0.017,0.017,0,
1706,10,quadrat,15,681489.397,3535193.477,1317.531,0.017,0.018,0,
1709,10,quadrat,17,681502.06,3535193.744,1317.23,0.016,0.017,0,
1720,10,quadrat,31,681464.421,3535179.647,1318.122,0.017,0.018,0,
1723,10,quadrat,33,681476.704,3535180.361,1317.887,0.017,0.017,0,
1726,10,quadrat,35,681489.51,3535180.722,1317.615,0.016,0.018,0,
1729,10,quadrat,37,681502.083,3535181.224,1317.339,0.018,0.019,0,
1738,10,quadrat,51,681465.226,3535166.607,1318.282,0.018,0.021,0,
1741,10,quadrat,53,681477.739,3535167.35,1318.013,0.018,0.02,0,
1744,10,quadrat,55,681490.327,3535167.671,1317.691,0.017,0.019,0,
1747,10,quadrat,57,681503.179,3535168.069,1317.441,0.017,0.018,0,
1756,10,quadrat,71,681465.246,3535154.334,1318.35,0.018,0.018,0,
1760,10,quadrat,73,681477.491,3535155.057,1318.117,0.017,0.017,0,
1763,10,quadrat,75,681490.581,3535155.577,1317.816,0.018,0.02,0,
1766,10,quadrat,77,681503.214,3535156.103,1317.493,0.017,0.021,0,
1699,10,stake,11,681464.665,3535194.32,1317.799,0.014,0.015,0,
1701,10,stake,12,681470.804,3535194.547,1317.719,0.017,0.017,0,
1702,10,stake,13,681476.986,3535194.838,1317.64,0.016,0.017,0,
1704,10,stake,14,681483.354,3535195.024,1317.6,0.016,0.017,0,
1705,10,stake,15,681489.754,3535195.422,1317.496,0.016,0.017,0,
1707,10,stake,16,681495.904,3535195.536,1317.316,0.016,0.016,0,
1708,10,stake,17,681502.237,3535195.937,1317.335,0.016,0.017,0,
1718,10,stake,21,681464.669,3535187.928,1317.988,0.017,0.017,0,
1717,10,stake,22,681470.808,3535188.289,1317.91,0.017,0.017,0,
1715,10,stake,23,681476.933,3535188.515,1317.801,0.016,0.017,0,
1714,10,stake,24,681483.313,3535188.808,1317.709,0.017,0.017,0,
1713,10,stake,25,681489.848,3535189.135,1317.553,0.017,0.016,0,
1712,10,stake,26,681496.041,3535189.343,1317.411,0.019,0.018,0,
1711,10,stake,27,681502.393,3535189.695,1317.286,0.017,0.017,0,
1719,10,stake,31,681464.808,3535181.742,1318.089,0.017,0.017,0,
1721,10,stake,32,681471.026,3535182.091,1318.01,0.016,0.018,0,
1722,10,stake,33,681477.312,3535182.39,1317.858,0.016,0.017,0,
1724,10,stake,34,681483.518,3535182.626,1317.742,0.016,0.017,0,
1725,10,stake,35,681490.15,3535182.733,1317.579,0.016,0.017,0,
1727,10,stake,36,681496.247,3535182.964,1317.43,0.016,0.017,0,
1728,10,stake,37,681502.689,3535183.288,1317.318,0.017,0.017,0,
1736,10,stake,41,681465.125,3535175.159,1318.188,0.018,0.019,0,
1735,10,stake,42,681471.327,3535175.462,1318.061,0.018,0.019,0,
1734,10,stake,43,681477.476,3535175.732,1317.922,0.017,0.017,0,
1733,10,stake,44,681483.831,3535175.934,1317.798,0.018,0.019,0,
1732,10,stake,45,681490.259,3535176.138,1317.634,0.018,0.019,0,
1731,10,stake,46,681496.581,3535176.363,1317.516,0.017,0.018,0,
1730,10,stake,47,681502.886,3535176.848,1317.361,0.016,0.017,0,
1737,10,stake,51,681465.546,3535168.706,1318.259,0.018,0.018,0,
1739,10,stake,52,681471.869,3535169.015,1318.116,0.019,0.021,0,
1740,10,stake,53,681477.924,3535169.273,1317.997,0.018,0.021,0,
1742,10,stake,54,681484.371,3535169.625,1317.816,0.017,0.018,0,
1743,10,stake,55,681490.778,3535169.659,1317.653,0.018,0.021,0,
1745,10,stake,56,681497.167,3535170.098,1317.535,0.017,0.017,0,
1746,10,stake,57,681503.381,3535170.31,1317.407,0.018,0.018,0,
1754,10,stake,61,681465.36,3535162.924,1318.34,0.017,0.019,0,
1753,10,stake,62,681471.611,3535162.919,1318.172,0.017,0.016,0,
1752,10,stake,63,681477.859,3535163.23,1318.007,0.017,0.017,0,
1751,10,stake,64,681484.003,3535163.58,1317.899,0.018,0.018,0,
1750,10,stake,65,681490.041,3535163.822,1317.801,0.017,0.02,0,
1749,10,stake,66,681496.775,3535164.001,1317.602,0.017,0.017,0,
1748,10,stake,67,681503.45,3535164.955,1317.49,0.017,0.018,0,
1755,10,stake,71,681465.539,3535156.458,1318.359,0.016,0.016,0,
1758,10,stake,72,681471.83,3535156.92,1318.215,0.015,0.018,0,
1759,10,stake,73,681478.05,3535157.096,1318.11,0.017,0.017,0,
1761,10,stake,74,681484.221,3535157.286,1317.966,0.018,0.021,0,
1762,10,stake,75,681490.79,3535157.597,1317.803,0.016,0.017,0,
1764,10,stake,76,681497.088,3535157.826,1317.651,0.017,0.02,0,
1765,10,stake,77,681503.481,3535158.118,1317.502,0.018,0.023,0,
1768,11,corner,1,681533.443,3535202.988,1316.83,0.014,0.018,0,
1780,11,corner,2,681582.937,3535205.174,1316.016,0.017,0.017,0,
1826,11,corner,3,681535.015,3535153.168,1317.084,0.017,0.019,0,
1836,11,corner,4,681584.73,3535155.921,1316.104,0.018,0.021,0,
1770,11,quadrat,11,681539.035,3535195.426,1316.608,0.018,0.019,0,
1773,11,quadrat,13,681551.29,3535196.079,1316.393,0.017,0.018,0,
1776,11,quadrat,15,681564.146,3535196.764,1316.181,0.017,0.019,0,
1779,11,quadrat,17,681576.662,3535197.226,1316.02,0.018,0.019,0,
1789,11,quadrat,31,681539.398,3535182.953,1316.761,0.018,0.02,0,
1792,11,quadrat,33,681551.659,3535183.606,1316.552,0.018,0.02,0,
1795,11,quadrat,35,681565.502,3535184.277,1316.306,0.019,0.021,0,
1798,11,quadrat,37,681577.825,3535185.266,1316.16,0.02,0.022,0,
1807,11,quadrat,51,681539.747,3535170.1,1316.691,0.02,0.022,0,
1810,11,quadrat,53,681551.306,3535170.679,1316.548,0.018,0.021,0,
1813,11,quadrat,55,681564.601,3535171.187,1316.327,0.019,0.021,0,
1816,11,quadrat,57,681577.251,3535171.815,1316.139,0.019,0.02,0,
1825,11,quadrat,71,681539.857,3535157.335,1316.832,0.017,0.02,0,
1829,11,quadrat,73,681551.87,3535158.252,1316.655,0.018,0.021,0,
1832,11,quadrat,75,681565.425,3535158.903,1316.461,0.018,0.022,0,
1835,11,quadrat,77,681578.107,3535159.427,1316.238,0.018,0.022,0,
1769,11,stake,11,681539.359,3535197.463,1316.648,0.017,0.021,0,
1771,11,stake,12,681545.524,3535197.734,1316.563,0.016,0.017,0,
1772,11,stake,13,681551.74,3535198.079,1316.397,0.017,0.017,0,
1774,11,stake,14,681558.124,3535198.301,1316.254,0.017,0.021,0,
1775,11,stake,15,681564.544,3535198.792,1316.145,0.017,0.019,0,
1777,11,stake,16,681570.859,3535198.872,1316.078,0.017,0.018,0,
1778,11,stake,17,681577.14,3535199.27,1316.021,0.017,0.018,0,
1787,11,stake,21,681539.537,3535191.465,1316.64,0.02,0.022,0,
1786,11,stake,22,681545.949,3535191.886,1316.484,0.019,0.021,0,
1785,11,stake,23,681551.907,3535192.063,1316.411,0.018,0.019,0,
1784,11,stake,24,681558.133,3535192.548,1316.303,0.017,0.017,0,
1783,11,stake,25,681564.674,3535192.751,1316.194,0.018,0.019,0,
1782,11,stake,26,681570.94,3535192.859,1316.126,0.018,0.019,0,
1781,11,stake,27,681577.209,3535193.069,1316.063,0.018,0.02,0,
1788,11,stake,31,681539.683,3535185.09,1316.705,0.018,0.019,0,
1790,11,stake,32,681546.02,3535185.387,1316.597,0.018,0.019,0,
1791,11,stake,33,681552.168,3535185.573,1316.471,0.018,0.021,0,
1793,11,stake,34,681558.515,3535185.696,1316.387,0.019,0.021,0,
1794,11,stake,35,681564.903,3535186.054,1316.303,0.019,0.02,0,
1796,11,stake,36,681571.225,3535186.334,1316.217,0.019,0.02,0,
1797,11,stake,37,681577.56,3535186.612,1316.127,0.02,0.022,0,
1805,11,stake,41,681539.913,3535178.507,1316.776,0.019,0.021,0,
1804,11,stake,42,681546.117,3535178.529,1316.656,0.018,0.02,0,
1803,11,stake,43,681552.382,3535178.914,1316.528,0.02,0.02,0,
1802,11,stake,44,681558.57,3535179.177,1316.425,0.02,0.02,0,
1801,11,stake,45,681565.136,3535179.606,1316.353,0.018,0.019,0,
1800,11,stake,46,681571.433,3535179.877,1316.222,0.018,0.019,0,
1799,11,stake,47,681577.775,3535180.082,1316.11,0.02,0.021,0,
1806,11,stake,51,681540.208,3535172.192,1316.721,0.018,0.021,0,
1808,11,stake,52,681546.294,3535172.266,1316.629,0.019,0.021,0,
1809,11,stake,53,681552.442,3535172.6,1316.522,0.02,0.022,0,
1811,11,stake,54,681558.877,3535172.847,1316.452,0.018,0.021,0,
1812,11,stake,55,681565.336,3535173.196,1316.322,0.02,0.022,0,
