day,month,year,plot,stake,species,colonies,openings,flag
,7,1979,20,17,phei sita,3,3,5
,7,1979,20,21,cono bico,2,2,5
,7,1979,20,21,cono insa,1,1,5
,7,1979,20,21,irid prui,2,2,5
,7,1979,20,22,cono bico,2,2,5
,7,1979,20,23,cono insa,1,1,5
,7,1979,20,23,phei xero,1,1,5
,7,1979,20,24,phei xero,1,1,5
,7,1979,20,24,pogo dese,1,1,5
,7,1979,20,25,cono insa,1,1,5
,7,1979,20,25,phei sita,1,1,5
,7,1979,20,25,phei xero,1,3,5
,7,1979,20,25,pogo dese,2,2,5
,7,1979,20,26,cono insa,1,1,5
,7,1979,20,26,phei sita,1,1,5
,7,1979,20,26,phei xero,2,2,5
,7,1979,20,27,cono insa,1,1,5
,7,1979,20,27,phei sita,1,1,5
,7,1979,20,27,phei xero,1,2,5
,7,1979,20,32,irid prui,1,1,5
,7,1979,20,32,phei xero,1,1,5
,7,1979,20,32,pogo dese,1,1,5
,7,1979,20,33,cono insa,2,2,5
,7,1979,20,33,irid prui,1,2,5
,7,1979,20,33,phei sita,2,4,5
,7,1979,20,33,pogo dese,1,1,5
,7,1979,20,34,phei sita,1,1,5
,7,1979,20,34,phei xero,1,1,5
,7,1979,20,34,pogo dese,1,1,5
,7,1979,20,35,cono insa,1,1,5
,7,1979,20,35,phei sita,1,1,5
,7,1979,20,35,phei xero,1,1,5
,7,1979,20,36,irid prui,1,2,5
,7,1979,20,36,phei sita,1,1,5
,7,1979,20,42,cono insa,1,1,5
,7,1979,20,43,cono insa,1,1,5
,7,1979,20,44,cono insa,2,2,5
,7,1979,20,44,phei xero,1,1,5
,7,1979,20,45,phei sita,2,2,5
,7,1979,20,45,phei xero,1,1,5
,7,1979,20,46,irid prui,1,1,5
,7,1979,20,46,phei sita,2,3,5
,7,1979,20,46,phei xero,1,1,5
,7,1979,20,51,irid prui,1,2,5
,7,1979,20,53,cono insa,3,3,5
,7,1979,20,53,phei xero,1,3,5
,7,1979,20,54,cono insa,2,2,5
,7,1979,20,54,irid prui,1,1,5
,7,1979,20,55,cono insa,1,1,5
,7,1979,20,55,phei sita,2,2,5
,7,1979,20,55,pogo dese,1,1,5
,7,1979,20,56,phei sita,1,1,5
,7,1979,20,56,phei xero,1,2,5
,7,1979,20,57,phei sita,2,4,5
,7,1979,20,57,pogo dese,1,1,5
,7,1979,20,62,phei sita,3,3,5
,7,1979,20,62,phei xero,1,1,5
,7,1979,20,63,phei sita,1,1,5
,7,1979,20,63,phei xero,1,1,5
,7,1979,20,64,irid prui,1,1,5
,7,1979,20,65,irid prui,1,2,5
,7,1979,20,65,phei sita,3,3,5
,7,1979,20,65,pogo dese,1,1,5
,7,1979,20,66,phei sita,1,1,5
,7,1979,20,66,pogo dese,1,1,5
,7,1979,20,67,phei sita,2,3,5
,7,1979,20,71,phei sita,1,1,5
,7,1979,20,71,phei xero,2,3,5
,7,1979,20,72,phei sita,2,2,5
,7,1979,20,72,phei xero,1,3,5
,7,1979,20,73,cono insa,1,1,5
,7,1979,20,74,cono insa,2,2,5
,7,1979,20,74,irid prui,1,1,5
,7,1979,20,75,irid prui,2,2,5
,7,1979,20,76,irid prui,1,1,5
,7,1979,20,77,phei sita,1,1,5
,7,1979,21,,myrm mexi,3,3,9
,7,1979,21,,myrm mimi,9,9,9
,7,1979,21,,novo cock,4,13,9
,7,1979,21,,phei dese,9,14,9
,7,1979,21,11,cono insa,1,1,5
,7,1979,21,11,irid prui,1,1,5
,7,1979,21,11,phei sita,1,1,5
,7,1979,21,11,phei xero,2,2,5
,7,1979,21,12,cono insa,1,1,5
,7,1979,21,12,phei sita,1,1,5
,7,1979,21,12,phei xero,3,4,5
,7,1979,21,13,phei sita,3,7,5
,7,1979,21,13,phei xero,1,1,5
,7,1979,21,14,phei sita,2,4,5
,7,1979,21,15,cono insa,2,2,5
,7,1979,21,15,phei xero,2,3,5
,7,1979,21,16,crem sp,1,1,5
,7,1979,21,16,phei sita,1,1,5
,7,1979,21,17,phei sita,1,1,5
,7,1979,21,17,pogo dese,1,1,5
,7,1979,21,21,cono insa,2,2,5
,7,1979,21,22,irid prui,1,1,5
,7,1979,21,22,phei sita,2,2,5
,7,1979,21,22,phei xero,1,1,5
,7,1979,21,23,cono insa,1,1,5
,7,1979,21,23,phei xero,1,3,5
,7,1979,21,25,cono insa,1,1,5
,7,1979,21,25,phei sita,1,1,5
,7,1979,21,26,cono insa,1,1,5
,7,1979,21,27,cono insa,1,1,5
,7,1979,21,27,phei sita,1,2,5
,7,1979,21,27,phei xero,2,2,5
,7,1979,21,32,phei xero,1,2,5
,7,1979,21,34,phei sita,2,2,5
,7,1979,21,35,phei sita,3,3,5
,7,1979,21,35,phei xero,1,3,5
,7,1979,21,36,phei xero,1,1,5
,7,1979,21,41,phei sita,3,4,5
,7,1979,21,41,phei xero,1,3,5
,7,1979,21,42,cono insa,1,1,5
,7,1979,21,43,phei sita,2,2,5
,7,1979,21,43,phei xero,1,2,5
,7,1979,21,44,cono insa,2,2,5
,7,1979,21,44,phei sita,1,1,5
,7,1979,21,44,phei xero,2,3,5
,7,1979,21,45,irid prui,1,1,5
,7,1979,21,45,phei sita,1,1,5
,7,1979,21,45,phei xero,1,1,5
,7,1979,21,46,phei sita,2,3,5
,7,1979,21,47,phei sita,1,1,5
,7,1979,21,47,phei xero,1,1,5
,7,1979,21,47,pogo dese,1,1,5
,7,1979,21,51,phei xero,1,1,5
,7,1979,21,52,phei sita,1,1,5
,7,1979,21,52,phei xero,1,1,5
,7,1979,21,52,pogo dese,1,1,5
,7,1979,21,53,cono insa,1,1,5
,7,1979,21,53,phei sita,1,1,5
,7,1979,21,53,phei xero,3,4,5
,7,1979,21,54,cono insa,1,1,5
,7,1979,21,54,irid prui,1,1,5
,7,1979,21,54,phei sita,1,1,5
,7,1979,21,55,cono insa,2,2,5
,7,1979,21,55,irid prui,1,1,5
,7,1979,21,55,phei sita,1,1,5
,7,1979,21,55,phei xero,1,2,5
,7,1979,21,57,phei sita,2,2,5
,7,1979,21,57,pogo dese,1,1,5
,7,1979,21,61,phei sita,1,1,5
,7,1979,21,62,phei xero,1,2,5
,7,1979,21,63,cono insa,1,1,5
,7,1979,21,63,phei sita,1,1,5
,7,1979,21,64,cono insa,1,1,5
,7,1979,21,64,phei xero,1,1,5
,7,1979,21,65,cono insa,1,1,5
,7,1979,21,65,irid prui,2,2,5
,7,1979,21,65,phei sita,1,1,5
,7,1979,21,65,phei xero,1,1,5
,7,1979,21,66,cono insa,1,1,5
,7,1979,21,67,crem sp,1,1,5
,7,1979,21,67,phei sita,1,1,5
,7,1979,21,71,phei sita,3,3,5
,7,1979,21,71,phei xero,1,1,5
,7,1979,21,72,phei xero,1,1,5
,7,1979,21,73,phei sita,3,5,5
,7,1979,21,73,pogo dese,2,2,5
,7,1979,21,74,phei xero,1,3,5
,7,1979,21,74,pogo dese,1,1,5
,7,1979,21,75,phei xero,1,1,5
,7,1979,21,76,cono insa,1,1,5
,7,1979,21,76,phei sita,1,1,5
,7,1979,21,77,pogo dese,1,1,5
,7,1979,22,,phei dese,9,22,9
,7,1979,22,11,phei sita,2,3,5
,7,1979,22,11,phei xero,3,3,5
,7,1979,22,13,cono insa,1,1,5
,7,1979,22,13,phei sita,1,1,5
,7,1979,22,13,phei xero,1,2,5
,7,1979,22,14,phei sita,1,1,5
,7,1979,22,14,phei xero,1,1,5
,7,1979,22,15,pogo dese,1,1,5
,7,1979,22,16,irid prui,1,1,5
,7,1979,22,16,phei xero,1,1,5
,7,1979,22,17,phei sita,1,2,5
,7,1979,22,21,phei xero,1,1,5
,7,1979,22,21,pogo pima,1,1,5
,7,1979,22,22,cono insa,1,1,5
,7,1979,22,22,irid prui,1,1,5
,7,1979,22,22,phei xero,1,1,5
,7,1979,22,25,phei xero,1,2,5
,7,1979,22,25,pogo dese,1,1,5
,7,1979,22,26,phei xero,3,3,5
,7,1979,22,27,phei sita,1,1,5
,7,1979,22,27,phei xero,1,1,5
,7,1979,22,31,cono insa,1,1,5
,7,1979,22,31,phei xero,1,1,5
,7,1979,22,32,phei sita,1,1,5
,7,1979,22,32,phei xero,1,1,5
,7,1979,22,33,phei xero,1,1,5
,7,1979,22,34,phei sita,1,1,5
,7,1979,22,34,phei xero,2,5,5
,7,1979,22,36,cono insa,1,1,5
,7,1979,22,36,phei sita,1,1,5
,7,1979,22,37,phei xero,1,1,5
,7,1979,22,41,cono insa,1,1,5
,7,1979,22,41,irid prui,1,1,5
,7,1979,22,41,phei sita,2,2,5
,7,1979,22,42,cono insa,1,1,5
,7,1979,22,42,phei sita,1,1,5
,7,1979,22,43,phei sita,1,1,5
,7,1979,22,43,phei xero,1,1,5
,7,1979,22,44,phei sita,1,1,5
,7,1979,22,44,phei xero,1,4,5
,7,1979,22,45,cono insa,2,2,5
,7,1979,22,47,cono insa,1,1,5
,7,1979,22,51,cono insa,2,2,5
,7,1979,22,51,phei xero,2,2,5
,7,1979,22,52,cono insa,1,1,5
,7,1979,22,52,irid prui,1,1,5
,7,1979,22,52,phei xero,1,1,5
,7,1979,22,53,phei sita,1,1,5
,7,1979,22,53,phei xero,2,2,5
,7,1979,22,54,phei xero,2,2,5
,7,1979,22,55,cono insa,1,1,5
,7,1979,22,55,phei xero,1,1,5
,7,1979,22,56,phei sita,2,2,5
,7,1979,22,56,phei xero,3,3,5
,7,1979,22,57,phei xero,1,2,5
,7,1979,22,57,pogo dese,2,2,5
,7,1979,22,61,phei sita,1,1,5
,7,1979,22,62,pogo dese,1,1,5
,7,1979,22,63,phei xero,2,2,5
,7,1979,22,71,phei xero,1,1,5
,7,1979,22,73,phei sita,1,1,5
,7,1979,22,73,pogo dese,1,1,5
,7,1979,22,74,phei xero,1,1,5
,7,1979,22,75,cono insa,1,1,5
,7,1979,22,75,phei sita,1,1,5
,7,1979,22,75,phei xero,1,1,5
,7,1979,22,76,cono insa,1,1,5
,7,1979,22,76,irid prui,1,1,5
,7,1979,22,76,phei sita,3,4,5
,7,1979,22,76,phei xero,1,1,5
,7,1979,22,77,phei xero,3,4,5
7,7,1980,1,11,phei xero,2,2,
7,7,1980,1,11,pogo dese,1,1,
7,7,1980,1,11,sole xylo,1,,7
7,7,1980,1,12,phei xero,3,4,
7,7,1980,1,12,pogo dese,1,1,
7,7,1980,1,12,sole xylo,1,,7
7,7,1980,1,13,irid prui,1,1,
7,7,1980,1,13,phei xero,1,1,
7,7,1980,1,13,pogo dese,1,1,
7,7,1980,1,14,pogo dese,2,3,
7,7,1980,1,15,sole xylo,1,,7
7,7,1980,1,16,pogo dese,1,2,
7,7,1980,1,17,irid prui,2,2,
7,7,1980,1,17,myrm mimi,1,1,
7,7,1980,1,17,sole xylo,1,,7
7,7,1980,1,21,cono insa,1,2,
7,7,1980,1,21,phei sita,1,1,
7,7,1980,1,21,phei xero,1,1,
7,7,1980,1,21,pogo dese,1,1,
7,7,1980,1,22,phei xero,1,1,
7,7,1980,1,22,pogo dese,1,1,
7,7,1980,1,22,sole xylo,1,,7
7,7,1980,1,23,phei xero,1,1,
7,7,1980,1,23,pogo dese,2,2,
7,7,1980,1,23,sole xylo,1,,7
7,7,1980,1,24,cono insa,1,1,
7,7,1980,1,24,sole xylo,1,,7
7,7,1980,1,25,cono insa,1,1,
7,7,1980,1,25,irid prui,2,3,
7,7,1980,1,25,phei xero,1,1,
7,7,1980,1,25,sole xylo,1,,7
7,7,1980,1,26,irid prui,1,1,
7,7,1980,1,26,phei xero,1,1,
7,7,1980,1,26,pogo dese,1,1,
7,7,1980,1,26,sole xylo,1,,7
7,7,1980,1,27,pogo dese,2,3,
7,7,1980,1,27,sole xylo,1,,7
7,7,1980,1,31,irid prui,1,1,
7,7,1980,1,31,phei xero,1,1,
7,7,1980,1,31,pogo dese,1,1,
7,7,1980,1,31,sole xylo,1,,7
7,7,1980,1,32,phei sita,1,1,
7,7,1980,1,32,phei xero,2,2,
7,7,1980,1,33,pogo dese,1,1,
7,7,1980,1,33,sole xylo,1,,7
7,7,1980,1,34,phei xero,1,1,
7,7,1980,1,34,sole xylo,1,,7
7,7,1980,1,35,sole xylo,1,,7
7,7,1980,1,36,cono insa,1,1,
7,7,1980,1,36,sole xylo,1,,7
7,7,1980,1,37,pogo dese,1,1,
7,7,1980,1,37,sole xylo,1,,7
7,7,1980,1,41,pogo dese,1,1,
7,7,1980,1,42,sole xylo,1,,7
7,7,1980,1,44,phei sita,2,2,
7,7,1980,1,44,sole xylo,1,,7
7,7,1980,1,45,pogo dese,1,1,
7,7,1980,1,45,sole xylo,1,,7
7,7,1980,1,46,phei xero,2,2,
7,7,1980,1,46,pogo dese,1,1,
7,7,1980,1,47,cono insa,1,1,
7,7,1980,1,47,phei xero,1,1,
7,7,1980,1,47,pogo dese,1,1,
7,7,1980,1,47,sole xylo,1,,7
7,7,1980,1,51,pogo dese,1,1,
7,7,1980,1,52,cono insa,1,1,
7,7,1980,1,52,phei xero,1,1,
7,7,1980,1,53,phei xero,1,1,
7,7,1980,1,53,pogo dese,1,1,
7,7,1980,1,56,irid prui,1,1,
7,7,1980,1,56,pogo dese,1,1,
7,7,1980,1,57,phei xero,1,1,
7,7,1980,1,61,pogo dese,2,2,
7,7,1980,1,62,phei xero,1,1,
7,7,1980,1,62,sole xylo,1,,7
7,7,1980,1,63,pogo dese,1,3,
7,7,1980,1,63,sole xylo,1,,7
7,7,1980,1,64,irid prui,1,1,
7,7,1980,1,65,phei xero,1,1,
7,7,1980,1,65,sole xylo,1,,7
7,7,1980,1,66,cono insa,1,1,
7,7,1980,1,66,phei sita,1,1,
7,7,1980,1,66,pogo dese,1,3,
7,7,1980,1,67,sole xylo,1,,7
7,7,1980,1,71,irid prui,1,1,
7,7,1980,1,71,phei sita,1,1,
7,7,1980,1,71,phei xero,1,1,
7,7,1980,1,71,sole xylo,1,,7
7,7,1980,1,72,irid prui,1,1,
7,7,1980,1,72,phei sita,1,1,
7,7,1980,1,72,phei xero,1,1,
7,7,1980,1,72,pogo dese,2,2,
7,7,1980,1,72,sole xylo,1,,7
7,7,1980,1,73,irid prui,1,1,
7,7,1980,1,73,phei sita,1,1,
7,7,1980,1,73,phei xero,2,2,
7,7,1980,1,74,irid prui,1,1,
7,7,1980,1,74,pogo dese,1,1,
7,7,1980,1,74,sole xylo,1,,7
7,7,1980,1,75,pogo dese,1,1,
7,7,1980,1,75,sole xylo,1,,7
7,7,1980,1,76,irid prui,1,1,
7,7,1980,1,76,phei xero,1,1,
7,7,1980,1,76,pogo dese,1,1,
7,7,1980,1,76,sole xylo,1,,7
7,7,1980,1,77,irid prui,1,1,
7,7,1980,1,77,pogo dese,1,1,
7,7,1980,1,77,sole xylo,1,,7
7,7,1980,2,11,phei xero,1,1,
7,7,1980,2,11,pogo dese,1,1,
7,7,1980,2,11,sole xylo,1,,7
7,7,1980,2,12,phei xero,2,2,
7,7,1980,2,12,pogo dese,2,2,
7,7,1980,2,12,sole xylo,1,,7
7,7,1980,2,13,pogo dese,1,1,
7,7,1980,2,13,sole xylo,1,,7
7,7,1980,2,14,pogo dese,1,1,
7,7,1980,2,14,sole xylo,1,,7
7,7,1980,2,15,pogo dese,1,3,
7,7,1980,2,15,sole xylo,1,,7
7,7,1980,2,16,sole xylo,1,,7
7,7,1980,2,17,cono insa,2,2,
7,7,1980,2,17,irid prui,1,1,
7,7,1980,2,17,phei xero,1,1,
7,7,1980,2,21,phei sita,1,2,
7,7,1980,2,22,irid prui,1,1,
7,7,1980,2,23,pogo dese,1,1,
7,7,1980,2,25,pogo dese,1,1,
7,7,1980,2,27,phei xero,1,1,
7,7,1980,2,31,cono insa,1,1,
7,7,1980,2,31,phei sita,1,1,
7,7,1980,2,31,phei xero,1,1,
7,7,1980,2,32,sole xylo,1,,7
7,7,1980,2,33,phei xero,1,1,
7,7,1980,2,34,pogo dese,1,1,
7,7,1980,2,35,phei xero,1,1,
7,7,1980,2,36,cono insa,1,1,
7,7,1980,2,36,irid prui,1,1,
7,7,1980,2,36,phei xero,1,1,
7,7,1980,2,36,sole xylo,1,,7
7,7,1980,2,37,cono insa,1,1,
7,7,1980,2,37,irid prui,1,1,
7,7,1980,2,37,pogo dese,1,1,
7,7,1980,2,41,irid prui,1,1,
7,7,1980,2,41,pogo dese,1,1,
7,7,1980,2,41,sole xylo,1,,7
7,7,1980,2,42,pogo dese,2,2,
7,7,1980,2,42,sole xylo,1,,7
7,7,1980,2,43,phei xero,1,2,
7,7,1980,2,43,pogo dese,1,1,
7,7,1980,2,43,sole xylo,1,,7
7,7,1980,2,44,cono bico,1,1,
7,7,1980,2,44,cono insa,1,1,
7,7,1980,2,44,phei xero,2,4,
7,7,1980,2,44,pogo dese,1,2,
7,7,1980,2,44,sole xylo,1,,7
7,7,1980,2,45,phei xero,1,3,
7,7,1980,2,45,pogo dese,1,2,
7,7,1980,2,46,phei xero,3,2,
7,7,1980,2,46,pogo dese,1,1,
7,7,1980,2,46,sole xylo,1,,7
7,7,1980,2,51,phei xero,1,1,
7,7,1980,2,51,sole xylo,1,,7
7,7,1980,2,52,pogo dese,1,1,
7,7,1980,2,52,sole xylo,1,,7
7,7,1980,2,53,cono bico,2,2,
7,7,1980,2,53,phei xero,2,2,
7,7,1980,2,53,sole xylo,1,,7
7,7,1980,2,54,phei sita,1,1,
7,7,1980,2,55,cono bico,1,1,
7,7,1980,2,56,cono bico,1,1,
7,7,1980,2,56,phei xero,2,2,
7,7,1980,2,56,sole xylo,1,,7
7,7,1980,2,57,pogo dese,2,2,
7,7,1980,2,57,sole xylo,1,,7
7,7,1980,2,61,cono insa,1,1,
7,7,1980,2,61,phei sita,1,1,
7,7,1980,2,61,phei xero,1,1,
7,7,1980,2,61,pogo dese,1,1,
7,7,1980,2,61,sole xylo,1,,7
7,7,1980,2,62,sole xylo,1,,7
7,7,1980,2,63,cono bico,1,1,
7,7,1980,2,63,sole xylo,1,,7
7,7,1980,2,64,cono bico,1,1,
7,7,1980,2,64,cono insa,1,1,
7,7,1980,2,64,phei xero,1,1,
7,7,1980,2,64,pogo dese,1,1,
7,7,1980,2,64,sole xylo,1,,7
7,7,1980,2,65,sole xylo,1,,7
7,7,1980,2,66,sole xylo,1,,7
7,7,1980,2,67,cono insa,1,1,
7,7,1980,2,71,cono bico,4,2,
7,7,1980,2,71,cono insa,1,1,
7,7,1980,2,72,cono bico,2,2,
7,7,1980,2,72,sole xylo,1,,7
7,7,1980,2,74,cono bico,1,1,
7,7,1980,2,74,cono insa,2,2,
7,7,1980,2,74,phei sita,2,2,
7,7,1980,2,74,phei xero,1,1,
7,7,1980,2,74,pogo dese,1,1,
7,7,1980,2,75,sole xylo,1,,7
7,7,1980,2,76,pogo dese,1,1,
7,7,1980,2,76,sole xylo,1,,7
7,7,1980,2,77,sole xylo,1,,7
7,7,1980,3,11,cono insa,1,1,
7,7,1980,3,11,phei xero,1,1,
7,7,1980,3,11,pogo dese,1,1,
7,7,1980,3,12,phei sita,1,1,
7,7,1980,3,12,pogo dese,1,1,
7,7,1980,3,14,pogo dese,3,3,
7,7,1980,3,15,phei xero,1,1,
7,7,1980,3,16,sole xylo,1,,7
7,7,1980,3,17,pogo dese,1,1,
7,7,1980,3,17,sole xylo,1,,7
7,7,1980,3,22,phei sita,1,1,
7,7,1980,3,22,phei xero,3,3,
7,7,1980,3,25,phei xero,1,1,
7,7,1980,3,25,pogo dese,1,1,
7,7,1980,3,31,phei xero,1,1,
7,7,1980,3,36,phei xero,1,1,
7,7,1980,3,37,pogo dese,1,1,
7,7,1980,3,41,irid prui,1,1,
7,7,1980,3,41,pogo dese,1,1,
7,7,1980,3,42,phei xero,1,1,
7,7,1980,3,42,pogo dese,1,1,
7,7,1980,3,43,irid prui,1,1,
7,7,1980,3,43,phei xero,1,1,
7,7,1980,3,43,pogo dese,2,2,
7,7,1980,3,44,phei xero,1,1,
7,7,1980,3,44,pogo dese,3,3,
7,7,1980,3,44,sole xylo,1,,7
7,7,1980,3,46,irid prui,1,1,
7,7,1980,3,46,phei sita,1,1,
7,7,1980,3,46,pogo dese,1,1,
7,7,1980,3,47,irid prui,1,1,
7,7,1980,3,47,phei sita,1,1,
7,7,1980,3,47,phei xero,2,2,
7,7,1980,3,47,pogo dese,1,1,
7,7,1980,3,51,phei xero,1,1,
7,7,1980,3,51,sole xylo,1,,7
7,7,1980,3,52,pogo dese,2,2,
7,7,1980,3,53,pogo dese,2,2,
7,7,1980,3,54,pogo dese,1,1,
7,7,1980,3,56,sole xylo,1,,7
7,7,1980,3,57,phei xero,2,2,
7,7,1980,3,62,phei sita,1,1,
7,7,1980,3,62,sole xylo,1,,7
7,7,1980,3,63,phei sita,2,2,
7,7,1980,3,63,phei xero,1,1,
7,7,1980,3,63,pogo dese,1,1,
7,7,1980,3,64,phei sita,2,2,
7,7,1980,3,65,phei sita,2,2,
7,7,1980,3,65,phei xero,1,2,
7,7,1980,3,65,pogo dese,1,1,
7,7,1980,3,66,cono insa,1,1,
7,7,1980,3,66,pogo dese,1,1,
7,7,1980,3,67,phei xero,1,1,
7,7,1980,3,67,sole xylo,1,,7
7,7,1980,3,71,phei xero,1,1,
7,7,1980,3,71,pogo dese,1,1,
7,7,1980,3,73,phei sita,1,1,
7,7,1980,3,73,pogo dese,1,1,
7,7,1980,3,73,sole xylo,1,,7
7,7,1980,3,74,phei sita,1,1,
7,7,1980,3,74,phei xero,1,1,
7,7,1980,3,74,pogo dese,4,4,
7,7,1980,3,75,phei xero,1,1,
7,7,1980,3,75,pogo dese,1,1,
7,7,1980,3,77,phei sita,1,1,
7,7,1980,5,11,sole xylo,1,,7
7,7,1980,5,12,phei xero,1,1,
7,7,1980,5,12,pogo dese,1,1,
7,7,1980,5,14,phei xero,1,1,
7,7,1980,5,14,pogo dese,1,1,
7,7,1980,5,14,sole xylo,1,,7
7,7,1980,5,16,pogo dese,1,2,
7,7,1980,5,17,pogo dese,2,3,
7,7,1980,5,17,sole xylo,1,,7
7,7,1980,5,21,irid prui,1,1,
7,7,1980,5,21,phei xero,2,2,
7,7,1980,5,21,pogo dese,1,1,
7,7,1980,5,22,pogo dese,1,1,
7,7,1980,5,23,pogo dese,1,1,
7,7,1980,5,24,irid prui,1,1,
7,7,1980,5,24,pogo dese,1,1,
7,7,1980,5,24,sole xylo,1,,7
7,7,1980,5,25,cono insa,1,1,
7,7,1980,5,25,pogo dese,1,1,
7,7,1980,5,25,sole xylo,1,,7
7,7,1980,5,26,sole xylo,1,,7
7,7,1980,5,27,pogo dese,2,3,
7,7,1980,5,27,sole xylo,1,,7
7,7,1980,5,31,phei xero,1,1,
7,7,1980,5,31,sole xylo,1,,7
7,7,1980,5,32,pogo dese,1,1,
7,7,1980,5,32,sole xylo,1,,7
7,7,1980,5,33,cono insa,1,2,
7,7,1980,5,33,phei xero,1,1,
7,7,1980,5,33,pogo dese,1,1,
7,7,1980,5,34,sole xylo,1,,7
7,7,1980,5,35,phei xero,1,1,
7,7,1980,5,35,sole xylo,1,,7
7,7,1980,5,37,sole xylo,1,,7
7,7,1980,5,41,phei xero,1,1,
7,7,1980,5,41,sole xylo,1,,7
7,7,1980,5,42,pogo dese,2,2,
7,7,1980,5,42,sole xylo,1,,7
7,7,1980,5,43,pogo dese,1,1,
7,7,1980,5,43,sole xylo,1,,7
7,7,1980,5,44,phei xero,1,2,
7,7,1980,5,44,sole xylo,1,,7
7,7,1980,5,45,phei xero,1,2,
7,7,1980,5,51,sole xylo,1,,7
7,7,1980,5,53,sole xylo,1,,7
7,7,1980,5,54,sole xylo,1,,7
7,7,1980,5,55,sole xylo,1,,7
7,7,1980,5,56,sole xylo,1,,7
7,7,1980,5,57,pogo dese,1,1,
7,7,1980,5,61,phei xero,1,1,
7,7,1980,5,62,pogo dese,1,1,
7,7,1980,5,63,sole xylo,1,,7
7,7,1980,5,64,phei sita,1,1,
7,7,1980,5,64,pogo dese,1,1,
7,7,1980,5,64,sole xylo,1,,7
7,7,1980,5,65,sole xylo,1,,7
7,7,1980,5,66,sole xylo,1,,7
7,7,1980,5,67,sole xylo,1,,7
7,7,1980,5,71,sole xylo,1,,7
7,7,1980,5,72,phei xero,1,1,
7,7,1980,5,73,phei xero,1,2,
7,7,1980,5,73,sole xylo,1,,7
7,7,1980,5,74,pogo dese,1,1,
7,7,1980,5,74,sole xylo,1,,7
7,7,1980,5,75,pogo dese,1,1,
7,7,1980,5,75,sole xylo,1,,7
7,7,1980,5,76,sole xylo,1,,7
7,7,1980,6,11,sole xylo,1,,7
7,7,1980,6,12,sole xylo,1,,7
7,7,1980,6,13,pogo dese,1,1,
7,7,1980,6,13,sole xylo,1,,7
7,7,1980,6,14,sole xylo,1,,7
7,7,1980,6,15,pogo dese,1,1,
7,7,1980,6,15,sole xylo,1,,7
7,7,1980,6,16,phei xero,1,1,
7,7,1980,6,16,sole xylo,1,,7
7,7,1980,6,17,pogo dese,1,1,
7,7,1980,6,17,sole xylo,1,,7
7,7,1980,6,21,pogo dese,1,1,
7,7,1980,6,22,cono bico,1,1,
7,7,1980,6,22,sole xylo,1,,7
7,7,1980,6,23,pogo dese,1,1,
7,7,1980,6,23,sole xylo,1,,7
7,7,1980,6,24,sole xylo,1,,7
7,7,1980,6,25,sole xylo,1,,7
7,7,1980,6,26,pogo dese,1,2,
7,7,1980,6,26,sole xylo,1,,7
7,7,1980,6,27,pogo dese,1,2,
7,7,1980,6,27,sole xylo,1,,7
7,7,1980,6,32,sole xylo,1,,7
7,7,1980,6,34,pogo dese,1,1,
7,7,1980,6,34,sole xylo,1,,7
7,7,1980,6,35,sole xylo,1,,7
7,7,1980,6,36,pogo dese,1,1,
7,7,1980,6,36,sole xylo,1,,7
7,7,1980,6,37,pogo dese,1,1,
7,7,1980,6,37,sole xylo,1,,7
7,7,1980,6,41,cono insa,1,1,
7,7,1980,6,41,irid prui,1,1,
7,7,1980,6,41,phei sita,1,1,
7,7,1980,6,41,sole xylo,1,,7
7,7,1980,6,42,sole xylo,1,,7
7,7,1980,6,43,pogo dese,1,1,
7,7,1980,6,43,sole xylo,1,,7
7,7,1980,6,44,pogo dese,1,1,
7,7,1980,6,44,sole xylo,1,,7
7,7,1980,6,45,irid prui,1,1,
7,7,1980,6,45,sole xylo,1,,7
7,7,1980,6,46,pogo dese,1,1,
7,7,1980,6,46,sole xylo,1,,7
7,7,1980,6,47,phei xero,1,1,
7,7,1980,6,47,pogo dese,1,1,
7,7,1980,6,47,sole xylo,1,,7
7,7,1980,6,51,cono insa,2,2,
7,7,1980,6,51,phei sita,2,2,
7,7,1980,6,51,sole xylo,1,,7
7,7,1980,6,52,sole xylo,1,,7
7,7,1980,6,53,sole xylo,1,,7
7,7,1980,6,54,sole xylo,1,,7
7,7,1980,6,55,phei xero,1,1,
7,7,1980,6,55,pogo dese,1,1,
7,7,1980,6,55,sole xylo,1,,7
7,7,1980,6,56,sole xylo,1,,7
7,7,1980,6,57,phei xero,1,1,
7,7,1980,6,57,sole xylo,1,,7
7,7,1980,6,61,cono insa,1,1,
7,7,1980,6,61,phei sita,1,1,
7,7,1980,6,61,sole xylo,1,,7
7,7,1980,6,62,cono insa,1,1,
7,7,1980,6,62,phei sita,1,1,
7,7,1980,6,62,sole xylo,1,,7
7,7,1980,6,63,pogo dese,2,2,
7,7,1980,6,63,sole xylo,1,,7
7,7,1980,6,64,sole xylo,1,,7
7,7,1980,6,65,pogo dese,1,1,
7,7,1980,6,65,sole xylo,1,,7
7,7,1980,6,66,sole xylo,1,,7
7,7,1980,6,67,phei xero,1,1,
7,7,1980,6,67,sole xylo,1,,7
7,7,1980,6,71,sole xylo,1,,7
7,7,1980,6,72,phei xero,1,1,
7,7,1980,6,72,sole xylo,1,,7
7,7,1980,6,73,sole xylo,1,,7
