prodID,satellite,year,month,day,stdev,mean,median,min,max,variance,numpixels,pctcloud,SLC
LT04_L1TP_034038_19821123_20161004_01_T1,4,1982,11,23,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT04_L1TP_035038_19830101_20161004_01_T1,4,1983,1,1,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT04_L1TP_034038_19830110_20161005_01_T1,4,1983,1,10,0.013496039,0.115410276,0.1173,0.0649,0.1894,0.000182143,5625,0,
LT04_L1TP_034038_19830126_20161004_01_T1,4,1983,1,26,0.01367576,0.123284373,0.1192,0.0814,0.193,0.000187026,5625,0,
LT05_L1TP_035038_19840417_20161004_01_T1,5,1984,4,17,0.012196927,0.165524942,0.165,0.1279,0.2298,0.000148765,5625,0,
LT05_L1TP_035038_19840503_20161004_01_T1,5,1984,5,3,0.010373359,0.148230311,0.148,0.1162,0.2217,0.000107607,5625,0,
LT05_L1TP_034038_19840512_20161004_01_T1,5,1984,5,12,0.009858097,0.143288836,0.1424,0.119,0.2174,9.72E-05,5625,0,
LT05_L1TP_035038_19840604_20161004_01_T1,5,1984,6,4,0.013140833,0.143843929,0.1417,0.1147,0.2366,0.000172681,5625,0,
LT05_L1TP_034038_19840613_20161004_01_T1,5,1984,6,13,0.013683758,0.140076871,0.1383,0.1101,0.2567,0.000187245,5625,0,
LT05_L1TP_035038_19840620_20161004_01_T1,5,1984,6,20,0.03151873,0.135901894,0.142,0.0173,0.2221,0.00099343,5625,90.61333333,
LT05_L1TP_035038_19840706_20161004_01_T1,5,1984,7,6,0.018379624,0.150245938,0.1465,0.1161,0.3339,0.000337811,5625,0,
LT05_L1TP_034038_19841104_20161004_01_T1,5,1984,11,4,0.017984439,0.157663396,0.1548,0.1089,0.2619,0.00032344,5625,0,
LT05_L1TP_034038_19841120_20161004_01_T1,5,1984,11,20,0.016502545,0.154859004,0.1519,0.1048,0.2474,0.000272334,5625,0,
LT05_L1TP_035038_19841127_20161004_01_T1,5,1984,11,27,0.017519894,0.160626898,0.1585,0.1074,0.277,0.000306947,5625,0,
LT05_L1TP_034038_19841222_20161004_01_T1,5,1984,12,22,0.017367746,0.157198649,0.1555,0.1007,0.2436,0.000301639,5625,0,
LT05_L1TP_035038_19841229_20161004_01_T1,5,1984,12,29,0.022728063,0.155768583,0.1549,0.0703,0.2387,0.000516565,5625,10.02666667,
LT05_L1TP_035038_19850404_20161004_01_T1,5,1985,4,4,0.020166825,0.185517404,0.1846,0.1302,0.2855,0.000406701,5625,0,
LT05_L1TP_035038_19850420_20161004_01_T1,5,1985,4,20,0.01455727,0.176454258,0.1763,0.1336,0.2359,0.000211914,5625,0,
LT05_L1TP_035038_19850725_20161004_01_T1,5,1985,7,25,0.017103606,0.154301404,0.1507,0.1177,0.2682,0.000292533,5625,0,
LT05_L1TP_035038_19850810_20161004_01_T1,5,1985,8,10,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19850819_20161004_01_T1,5,1985,8,19,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19850826_20161004_01_T1,5,1985,8,26,0.036686265,0.223689867,0.2179,0.1519,0.5283,0.001345882,5625,0,
LT05_L1TP_034038_19850904_20161004_01_T1,5,1985,9,4,0.038362728,0.218760498,0.2124,0.1448,0.569,0.001471699,5625,0,
LT05_L1TP_035038_19850911_20161004_01_T1,5,1985,9,11,0.039282388,0.21822209,0.211,0.1497,0.5266,0.001543106,5625,32.96,
LT05_L1TP_034038_19850920_20161004_01_T1,5,1985,9,20,0.038672134,0.213779909,0.2085,0.0833,0.4828,0.001495534,5625,14.34666667,
LT05_L1TP_035038_19850927_20161004_01_T1,5,1985,9,27,0.031799761,0.193469707,0.1877,0.1271,0.4674,0.001011225,5625,0,
LT05_L1TP_035038_19851013_20161004_01_T1,5,1985,10,13,0.036882975,0.20188256,0.1958,0.1336,0.5336,0.001360354,5625,0,
LT05_L1TP_034038_19851022_20161004_01_T1,5,1985,10,22,0.03533024,0.198044462,0.1925,0.1255,0.4716,0.001248226,5625,0,
LT05_L1TP_035038_19851029_20161004_01_T1,5,1985,10,29,0.033830061,0.205412267,0.1999,0.1349,0.4671,0.001144473,5625,0,
LT05_L1TP_035038_19851114_20161004_01_T1,5,1985,11,14,0.030245687,0.211028587,0.2067,0.1416,0.3988,0.000914802,5625,0,
LT05_L1TP_034038_19851123_20161004_01_T1,5,1985,11,23,0.024313947,0.173858969,0.1715,0.1135,0.3233,0.000591168,5625,0,
LT05_L1TP_034038_19851209_20161004_01_T1,5,1985,12,9,0.018381918,0.165209227,0.1645,0.1031,0.2647,0.000337895,5625,0,
LT05_L1TP_034038_19860110_20161004_01_T1,5,1986,1,10,0.019842688,0.162665493,0.162,0.0984,0.2816,0.000393732,5625,0,
LT05_L1TP_035038_19860117_20161004_01_T1,5,1986,1,17,0.019742353,0.16664976,0.1645,0.1073,0.2917,0.00038976,5625,0,
LT05_L1TP_034038_19860126_20161004_01_T1,5,1986,1,26,0.017786721,0.156322098,0.155,0.1059,0.2745,0.000316367,5625,0,
LT05_L1TP_035038_19860202_20161004_01_T1,5,1986,2,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19860218_20161004_01_T1,5,1986,2,18,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19860227_20161004_01_T1,5,1986,2,27,0.018588714,0.154486844,0.1536,0.1055,0.2627,0.00034554,5625,0,
LT05_L1TP_034038_19860315_20161004_01_T1,5,1986,3,15,0.020845451,0.163580569,0.1626,0.1065,0.2728,0.000434533,5625,0,
LT05_L1TP_035038_19860322_20161004_01_T1,5,1986,3,22,0.018778514,0.145489156,0.1435,0.0998,0.2629,0.000352633,5625,0,
LT05_L1TP_034038_19860331_20161004_01_T1,5,1986,3,31,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19860407_20161004_01_T1,5,1986,4,7,0.014508955,0.148508213,0.148,0.1066,0.235,0.00021051,5625,0,
LT05_L1TP_034038_19860416_20161004_01_T1,5,1986,4,16,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19860423_20161004_01_T1,5,1986,4,23,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19860502_20161004_01_T1,5,1986,5,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19860518_20161004_01_T1,5,1986,5,18,0.014097735,0.132383538,0.1305,0.1009,0.2284,0.000198746,5625,0,
LT05_L1TP_035038_19860525_20161004_01_T1,5,1986,5,25,0.00892813,0.147581049,0.1472,0.12,0.2082,7.97E-05,5625,0,
LT05_L1TP_034038_19860603_20161004_01_T1,5,1986,6,3,0.017111039,0.136756196,0.1342,0.1031,0.2773,0.000292788,5625,0,
LT05_L1TP_035038_19860610_20161004_01_T1,5,1986,6,10,0.017148641,0.144600658,0.1411,0.1113,0.3003,0.000294076,5625,0,
LT05_L1TP_034038_19860619_20161004_01_T1,5,1986,6,19,0.018617978,0.13877472,0.1347,0.1029,0.2851,0.000346629,5625,0,
LT05_L1TP_035038_19860626_20161004_01_T1,5,1986,6,26,0.018984583,0.137909758,0.1349,0.0565,0.2785,0.000360414,5625,8,
LT05_L1TP_034038_19860705_20161004_01_T1,5,1986,7,5,0.022383453,0.13949024,0.1346,0.0341,0.3018,0.000501019,5625,2.364444444,
LT05_L1TP_035038_19860712_20161004_01_T1,5,1986,7,12,0.026461055,0.148295502,0.1426,0.1026,0.3619,0.000700187,5625,0,
LT05_L1TP_034038_19860721_20161004_01_T1,5,1986,7,21,0.033039474,0.170822827,0.1647,0.0677,0.3711,0.001091607,5625,0,
LT05_L1TP_035038_19860728_20161004_01_T1,5,1986,7,28,0.02654681,0.18533552,0.182,0.1277,0.3529,0.000704733,5625,0,
LT05_L1TP_034038_19860806_20161004_01_T1,5,1986,8,6,0.022536222,0.175187236,0.1718,0.1196,0.3179,0.000507881,5625,0,
LT05_L1TP_035038_19860813_20161004_01_T1,5,1986,8,13,0.021553375,0.172906809,0.1693,0.1216,0.3024,0.000464548,5625,0,
LT05_L1TP_034038_19860822_20161003_01_T1,5,1986,8,22,0.040020486,0.240442951,0.2386,0.1424,0.4263,0.001601639,5625,0,
LT05_L1GS_035038_19860829_20161004_01_T2,5,1986,8,29,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19860907_20161003_01_T1,5,1986,9,7,0.035450625,0.204053247,0.1976,0.1212,0.4835,0.001256747,5625,0.071111111,
LT05_L1TP_035038_19860914_20161003_01_T1,5,1986,9,14,0.032932437,0.195203822,0.188,0.1328,0.4673,0.001084545,5625,0,
LT05_L1GS_034038_19860923_20161003_01_T2,5,1986,9,23,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19861009_20161003_01_T1,5,1986,10,9,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19861016_20161003_01_T1,5,1986,10,16,0.027884509,0.185787704,0.184,0.0763,0.3682,0.000777546,5625,1.973333333,
LT05_L1TP_034038_19861025_20161003_01_T1,5,1986,10,25,0.023943882,0.183610436,0.1825,0.113,0.3463,0.000573309,5625,0,
LT05_L1TP_035038_19861101_20161003_01_T1,5,1986,11,1,0.022656438,0.169228801,0.16725,0.0642,0.2772,0.000513314,5625,59.07555556,
LT05_L1TP_034038_19861110_20161003_01_T1,5,1986,11,10,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19861117_20161003_01_T1,5,1986,11,17,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19861126_20161003_01_T1,5,1986,11,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19861212_20161003_01_T1,5,1986,12,12,0.022793867,0.159501884,0.1592,0.0916,0.2815,0.00051956,5625,0,
LT05_L1TP_035038_19861219_20161003_01_T1,5,1986,12,19,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19861228_20161003_01_T1,5,1986,12,28,0.020366634,0.142712924,0.142,0.0655,0.244,0.0004148,5625,0,
LT05_L1TP_035038_19870104_20161003_01_T1,5,1987,1,4,0.020454384,0.144367467,0.1419,0.0832,0.2731,0.000418382,5625,0,
LT05_L1TP_034038_19870113_20161003_01_T1,5,1987,1,13,0.019257587,0.135185973,0.1322,0.0765,0.2396,0.000370855,5625,0,
LT05_L1TP_035038_19870120_20161003_01_T1,5,1987,1,20,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19870129_20161003_01_T1,5,1987,1,29,0.01870776,0.13489296,0.1343,0.0829,0.2399,0.00034998,5625,0,
LT05_L1TP_035038_19870205_20161003_01_T1,5,1987,2,5,0.019969477,0.145952142,0.1438,0.0889,0.2768,0.00039878,5625,0,
LT05_L1TP_034038_19870302_20161003_01_T1,5,1987,3,2,0.015182194,0.12347456,0.1211,0.0811,0.2125,0.000230499,5625,0,
LT05_L1TP_035038_19870325_20161003_01_T1,5,1987,3,25,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19870403_20161003_01_T1,5,1987,4,3,0.025254448,0.17715488,0.1741,0.1182,0.3295,0.000637787,5625,0,
LT05_L1TP_035038_19870410_20161003_01_T1,5,1987,4,10,0.02517401,0.187417156,0.1841,0.1225,0.323,0.000633731,5625,0,
LT05_L1GS_034038_19870419_20161003_01_T2,5,1987,4,19,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19870426_20161003_01_T1,5,1987,4,26,0.0198842,0.188535865,0.1892,0.0655,0.2802,0.000395381,5625,8.248888889,
LT05_L1TP_034038_19870505_20161003_01_T1,5,1987,5,5,0.017464358,0.179871266,0.1819,0.0692,0.25,0.000305004,5625,14.31111111,
LT05_L1TP_035038_19870512_20161003_01_T1,5,1987,5,12,0.013107364,0.180798702,0.1804,0.135,0.2591,0.000171803,5625,0,
LT05_L1TP_034038_19870521_20161003_01_T1,5,1987,5,21,0.015071953,0.183174293,0.1816,0.1424,0.2629,0.000227164,5625,0,
LT05_L1TP_035038_19870528_20161003_01_T1,5,1987,5,28,0.014340497,0.16138574,0.1607,0.0566,0.2353,0.00020565,5625,0.142222222,
LT05_L1TP_034038_19870606_20161003_01_T1,5,1987,6,6,0.016941045,0.153537245,0.1532,0.0612,0.2553,0.000286999,5625,0.764444444,
LT05_L1TP_035038_19870613_20161003_01_T1,5,1987,6,13,0.015158342,0.159289084,0.1561,0.1241,0.2616,0.000229775,5625,0,
LT05_L1TP_034038_19870622_20161003_01_T1,5,1987,6,22,0.015080477,0.143394222,0.1404,0.1018,0.2522,0.000227421,5625,0,
LT05_L1TP_035038_19870629_20161003_01_T1,5,1987,6,29,0.016165182,0.151702453,0.1495,0.1142,0.2717,0.000261313,5625,0,
LT05_L1TP_034038_19870708_20161003_01_T1,5,1987,7,8,0.014673972,0.138355769,0.1354,0.1027,0.2384,0.000215325,5625,0,
LT05_L1TP_035038_19870715_20161003_01_T1,5,1987,7,15,0.016444099,0.154859413,0.1524,0.1092,0.2637,0.000270408,5625,0,
LT05_L1TP_034038_19870724_20161003_01_T1,5,1987,7,24,0.016404973,0.154205031,0.1522,0.1123,0.2743,0.000269123,5625,0,
LT05_L1TP_035038_19870731_20161003_01_T1,5,1987,7,31,0.027272158,0.188125233,0.1831,0.0863,0.3652,0.000743771,5625,0.728888889,
LT05_L1TP_034038_19870809_20161003_01_T1,5,1987,8,9,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19870816_20161003_01_T1,5,1987,8,16,0.038677331,0.250231076,0.2468,0.1644,0.5042,0.001495936,5625,0,
LT05_L1TP_034038_19870825_20161002_01_T1,5,1987,8,25,0.009191636,0.197264706,0.1962,0.1794,0.2143,8.45E-05,5625,99.69777778,
LT05_L1TP_035038_19870901_20161003_01_T1,5,1987,9,1,0.037617845,0.268306218,0.2663,0.1802,0.4411,0.001415102,5625,41.38666667,
LT05_L1TP_034038_19870910_20161003_01_T1,5,1987,9,10,0.035889471,0.247815609,0.2458,0.1592,0.4988,0.001288054,5625,0,
LT05_L1GS_035038_19870917_20161002_01_T2,5,1987,9,17,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19870926_20161002_01_T1,5,1987,9,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19871003_20161002_01_T1,5,1987,10,3,0.029009475,0.202345227,0.1988,0.1368,0.4034,0.00084155,5625,0,
LT05_L1TP_034038_19871012_20161002_01_T1,5,1987,10,12,0.02463353,0.184003004,0.1802,0.1278,0.3546,0.000606811,5625,0,
LT05_L1TP_035038_19871019_20161003_01_T1,5,1987,10,19,0.026094373,0.185962809,0.1814,0.1266,0.3825,0.000680916,5625,0,
LT04_L1TP_035038_19871027_20161003_01_T1,4,1987,10,27,0.015964332,0.15702668,0.1557,0.1125,0.2245,0.00025486,5625,56.62222222,
LT05_L1TP_034038_19880116_20161002_01_T1,5,1988,1,16,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19880201_20161002_01_T1,5,1988,2,1,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19880217_20161002_01_T1,5,1988,2,17,0.013022387,0.116811117,0.1163,0.0267,0.1923,0.000169583,5625,1.173333333,
LT05_L1TP_034038_19880304_20161002_01_T1,5,1988,3,4,0.016825718,0.143166329,0.1421,0.0798,0.2115,0.000283105,5625,0,
LT05_L1TP_034038_19880320_20161002_01_T1,5,1988,3,20,0.014962616,0.1346712,0.1336,0.0946,0.2052,0.00022388,5625,0,
LT05_L1TP_035038_19880327_20161003_01_T1,5,1988,3,27,0.009659288,0.126034459,0.1262,0.0842,0.167,9.33E-05,5625,2.08,
LT05_L1TP_034038_19880405_20161002_01_T1,5,1988,4,5,0.013348545,0.152411164,0.1522,0.1076,0.203,0.000178184,5625,0,
LT05_L1TP_035038_19880412_20161003_01_T1,5,1988,4,12,0.013155702,0.157782027,0.1572,0.101,0.2219,0.000173072,5625,0,
LT05_L1TP_034038_19880421_20161002_01_T1,5,1988,4,21,0.013191957,0.159232533,0.1591,0.1147,0.2145,0.000174028,5625,0,
LT05_L1GS_035038_19880428_20161003_01_T2,5,1988,4,28,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19880514_20161002_01_T1,5,1988,5,14,0.010653306,0.147346667,0.1463,0.1175,0.2036,0.000113493,5625,0,
LT05_L1TP_034038_19880523_20161002_01_T1,5,1988,5,23,0.010558788,0.136750169,0.136,0.1074,0.1995,0.000111488,5625,0,
LT05_L1TP_035038_19880530_20161003_01_T1,5,1988,5,30,0.013635025,0.129986764,0.1299,0.0703,0.1869,0.000185914,5625,75.55555556,
LT05_L1TP_034038_19880608_20161002_01_T1,5,1988,6,8,0.010985474,0.134304818,0.1337,0.1074,0.2068,0.000120681,5625,0,
LT05_L1TP_035038_19880615_20161002_01_T1,5,1988,6,15,0.011233518,0.140063573,0.1398,0.112,0.2172,0.000126192,5625,0,
LT04_L1TP_035038_19880623_20161003_01_T1,4,1988,6,23,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1GS_034038_19880624_20161003_01_T2,5,1988,6,24,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19880701_20161003_01_T1,5,1988,7,1,0.012701166,0.146668604,0.1452,0.1156,0.233,0.00016132,5625,0,
LT04_L1TP_035038_19880709_20161003_01_T1,4,1988,7,9,0.02206097,0.176608267,0.1737,0.1285,0.2959,0.000486686,5625,0,
LT05_L1GS_034038_19880710_20161003_01_T2,5,1988,7,10,0.018439281,0.159083191,0.1572,0.1026,0.2668,0.000340007,5625,54.20444444,
LT05_L1TP_035038_19880717_20161002_01_T1,5,1988,7,17,0.031442223,0.186204221,0.1809,0.0631,0.3633,0.000988613,5625,1.013333333,
LT04_L1TP_034038_19880718_20161002_01_T1,4,1988,7,18,0.0218191,0.097853032,0.0952,0.0462,0.1776,0.000476073,5625,4.124444444,
LT04_L1TP_035038_19880725_20161002_01_T1,4,1988,7,25,0.027440261,0.174700818,0.1705,0.1218,0.3323,0.000752968,5625,0,
LT05_L1TP_034038_19880726_20161003_01_T1,5,1988,7,26,0.026387296,0.181350276,0.1772,0.1269,0.3228,0.000696289,5625,0,
LT05_L1TP_035038_19880802_20161002_01_T1,5,1988,8,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT04_L1TP_035038_19880810_20161003_01_T1,4,1988,8,10,0.044961304,0.232623279,0.2296,0.0977,0.4797,0.002021519,5625,10.64888889,
LT05_L1TP_034038_19880811_20161002_01_T1,5,1988,8,11,0.044645286,0.260636356,0.256,0.1637,0.4937,0.001993202,5625,0,
LT05_L1TP_035038_19880818_20161002_01_T1,5,1988,8,18,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT04_L1TP_035038_19880826_20161003_01_T1,4,1988,8,26,0.046432529,0.293437831,0.2917,0.1739,0.5434,0.00215598,5625,0,
LT05_L1TP_034038_19880827_20161003_01_T1,5,1988,8,27,0.043379173,0.301433111,0.2998,0.1799,0.4568,0.001881753,5625,57.26222222,
LT05_L1TP_035038_19880903_20161003_01_T1,5,1988,9,3,0.02190703,0.283640625,0.27945,0.2416,0.3375,0.000479918,5625,99.43111111,
LT04_L1TP_035038_19880911_20161003_01_T2,4,1988,9,11,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19880912_20161002_01_T1,5,1988,9,12,0.026378722,0.2985375,0.29925,0.2647,0.349,0.000695837,5625,99.85777778,
LT05_L1TP_035038_19880919_20161003_01_T1,5,1988,9,19,0.04085643,0.25956128,0.2561,0.1607,0.4718,0.001669248,5625,0,
LT05_L1TP_034038_19880928_20161003_01_T1,5,1988,9,28,0.037628195,0.230437902,0.2253,0.1479,0.4207,0.001415881,5625,0,
LT05_L1TP_035038_19881005_20161002_01_T1,5,1988,10,5,0.032993488,0.215017884,0.2084,0.1398,0.3982,0.00108857,5625,0,
LT05_L1TP_034038_19881014_20161002_01_T1,5,1988,10,14,0.033917789,0.190742827,0.1837,0.0764,0.3726,0.001150416,5625,0,
LT05_L1TP_035038_19881021_20161002_01_T1,5,1988,10,21,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19881030_20161001_01_T1,5,1988,10,30,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT04_L1TP_034038_19890227_20161001_01_T1,4,1989,2,27,0.016273975,0.134749351,0.1336,0.0836,0.202,0.000264842,5625,0,
LT05_L1TP_034038_19890408_20161001_01_T1,5,1989,4,8,0.012455901,0.141307662,0.1405,0.1006,0.1966,0.000155149,5625,0,
LT05_L1TP_035038_19890415_20161002_01_T1,5,1989,4,15,0.012370036,0.144555769,0.1436,0.1072,0.1958,0.000153018,5625,0,
LT05_L1TP_034038_19890424_20161002_01_T1,5,1989,4,24,0.012082316,0.136930667,0.1357,0.0983,0.197,0.000145982,5625,0,
LT05_L1TP_035038_19890501_20161001_01_T1,5,1989,5,1,0.011856624,0.136197831,0.1352,0.0966,0.1917,0.00014058,5625,0,
LT05_L1TP_034038_19890510_20161001_01_T1,5,1989,5,10,0.012072888,0.134970987,0.134,0.0975,0.215,0.000145755,5625,0,
LT05_L1TP_035038_19890517_20161002_01_T1,5,1989,5,17,0.018268413,0.139505727,0.1401,0.041,0.2181,0.000333735,5625,31.39555556,
LT05_L1TP_034038_19890526_20161001_01_T1,5,1989,5,26,0.011801612,0.126870329,0.126,0.0949,0.202,0.000139278,5625,0,
LT05_L1TP_035038_19890602_20161002_01_T1,5,1989,6,2,0.011856529,0.130432,0.129,0.0976,0.2198,0.000140577,5625,0,
LT04_L1TP_035038_19890610_20161002_01_T1,4,1989,6,10,0.011821396,0.125631787,0.1242,0.0913,0.2103,0.000139745,5625,0,
LT05_L1TP_034038_19890611_20161002_01_T1,5,1989,6,11,0.011302924,0.123512853,0.1227,0.0851,0.1939,0.000127756,5625,0,
LT05_L1TP_035038_19890618_20161001_01_T1,5,1989,6,18,0.011530432,0.129553618,0.129,0.1008,0.1942,0.000132951,5625,0,
LT04_L1TP_034038_19890619_20161001_01_T1,4,1989,6,19,0.012539877,0.127923431,0.1257,0.0945,0.5536,0.000157249,5625,0,
LT04_L1TP_035038_19890626_20161002_01_T1,4,1989,6,26,0.011002269,0.126497262,0.1241,0.0965,0.1978,0.00012105,5625,0,
LT05_L1TP_035038_19890704_20161002_01_T1,5,1989,7,4,0.010331993,0.130021387,0.1278,0.098,0.1991,0.00010675,5625,0,
LT04_L1TP_034038_19890705_20161002_01_T1,4,1989,7,5,0.010623584,0.127619591,0.1262,0.0952,0.1849,0.000112861,5625,0,
LT04_L1TP_035038_19890712_20161002_01_T1,4,1989,7,12,0.012489216,0.138324782,0.136,0.1068,0.2243,0.000155981,5625,0,
LT05_L1TP_034038_19890713_20161001_01_T1,5,1989,7,13,0.011017909,0.128605547,0.1284,0.1009,0.1885,0.000121394,5625,0,
LT05_L1TP_035038_19890720_20161001_01_T1,5,1989,7,20,0.008773225,0.118883591,0.12,0.0852,0.1604,7.70E-05,5625,0,
LT05_L1TP_034038_19890729_20161001_01_T1,5,1989,7,29,0.021437476,0.166130722,0.1653,0.0708,0.2929,0.000459565,5625,6.488888889,
LT05_L1TP_035038_19890805_20161001_01_T2,5,1989,8,5,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19890814_20161001_01_T1,5,1989,8,14,0.051613002,0.274296729,0.266,0.164,0.5935,0.002663902,5625,0,
LT05_L1TP_035038_19890821_20161001_01_T1,5,1989,8,21,0.061208065,0.318086453,0.3127,0.1643,0.6869,0.003746427,5625,0,
LT05_L1TP_034038_19890830_20161002_01_T1,5,1989,8,30,0.060088185,0.319023769,0.3142,0.1719,0.6375,0.00361059,5625,0,
LT05_L1TP_035038_19890906_20161002_01_T1,5,1989,9,6,0.042514042,0.245960231,0.2444,0.172,0.4353,0.001807444,5625,93.83111111,
LT05_L1TP_034038_19890915_20161002_01_T1,5,1989,9,15,0.052109899,0.270934311,0.2628,0.156,0.5675,0.002715442,5625,0,
LT05_L1TP_035038_19890922_20161002_01_T1,5,1989,9,22,0.046390305,0.246399858,0.2384,0.1412,0.5289,0.00215206,5625,0,
LT05_L1TP_034038_19891001_20161001_01_T1,5,1989,10,1,0.043932388,0.215936996,0.207,0.1271,0.4833,0.001930055,5625,0,
LT05_L1TP_035038_19891008_20161002_01_T1,5,1989,10,8,0.048666823,0.226102951,0.2143,0.1348,0.5099,0.00236846,5625,0,
LT05_L1TP_034038_19891017_20161002_01_T1,5,1989,10,17,0.043788393,0.219133653,0.209,0.1323,0.4803,0.001917423,5625,0,
LT05_L1TP_035038_19891024_20161002_01_T1,5,1989,10,24,0.041556841,0.213564284,0.2049,0.1229,0.4708,0.001726971,5625,0,
LT05_L1TP_035038_19900317_20161002_01_T1,5,1990,3,17,0.007775703,0.094128777,0.09575,0.0683,0.1181,6.05E-05,5625,95.05777778,
LT05_L1TP_034038_19900326_20161002_01_T1,5,1990,3,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19900402_20161002_01_T1,5,1990,4,2,0.013177814,0.110201823,0.1106,0.0146,0.16,0.000173655,5625,0.551111111,
LT05_L1TP_034038_19900411_20161002_01_T1,5,1990,4,11,0.008924548,0.094153753,0.0929,0.0663,0.1298,7.96E-05,5625,23.96444444,
LT05_L1TP_035038_19900418_20161001_01_T1,5,1990,4,18,0.011523538,0.115059752,0.1146,0.0774,0.1778,0.000132792,5625,8.213333333,
LT05_L1TP_034038_19900427_20161002_01_T1,5,1990,4,27,0.010974963,0.112715769,0.1124,0.0848,0.1735,0.00012045,5625,0,
LT05_L1TP_035038_19900504_20161001_01_T1,5,1990,5,4,0.011286321,0.117087822,0.1164,0.0873,0.1663,0.000127381,5625,0,
LT05_L1TP_034038_19900513_20161001_01_T1,5,1990,5,13,0.01097096,0.110764853,0.1103,0.0803,0.1735,0.000120362,5625,0,
LT05_L1TP_034038_19900529_20161002_01_T1,5,1990,5,29,0.010829593,0.107036373,0.1066,0.0765,0.1632,0.00011728,5625,0,
LT05_L1TP_035038_19900605_20161001_01_T1,5,1990,6,5,0.010953098,0.118587129,0.1181,0.0866,0.1734,0.00011997,5625,0,
LT05_L1TP_035038_19900621_20161001_01_T1,5,1990,6,21,0.013626681,0.120576693,0.1199,-0.2214,0.1992,0.000185686,5625,0,
LT05_L1TP_034038_19900630_20161002_01_T1,5,1990,6,30,0.017762933,0.132908179,0.1313,-0.2719,0.478,0.000315522,5625,0.017777778,
LT05_L1TP_035038_19900707_20160930_01_T1,5,1990,7,7,0.014784225,0.137407591,0.1366,0.0947,0.2422,0.000218573,5625,0,
LT05_L1TP_035038_19900824_20161001_01_T1,5,1990,8,24,0.041263861,0.314448498,0.3115,0.1846,0.5414,0.001702706,5625,0,
LT05_L1TP_034038_19900902_20160930_01_T1,5,1990,9,2,0.030837117,0.232480409,0.2286,0.1503,0.4083,0.000950928,5625,0,
LT05_L1TP_035038_19900909_20160930_01_T1,5,1990,9,9,0.032581363,0.211966809,0.2053,0.1394,0.3755,0.001061545,5625,0,
LT05_L1TP_034038_19901004_20160930_01_T1,5,1990,10,4,0.040288622,0.184014329,0.1749,0.1079,0.3607,0.001623173,5625,0,
LT05_L1TP_035038_19901011_20161002_01_T1,5,1990,10,11,0.039400621,0.187868089,0.18,0.1093,0.3708,0.001552409,5625,0,
LT05_L1TP_034038_19901020_20160930_01_T1,5,1990,10,20,0.034414792,0.180632142,0.1745,0.1089,0.3262,0.001184378,5625,0,
