prodID,satellite,year,month,day,stdev,mean,median,min,max,variance,numpixels,pctcloud,SLC
LT05_L1TP_034038_19980620_20160922_01_T1,5,1998,6,20,0.009778665,0.134916071,0.1348,0.0971,0.1798,9.56E-05,5625,0,
LT05_L1TP_035038_19980627_20160922_01_T1,5,1998,6,27,0.010814789,0.139152053,0.1389,0.1039,0.1909,0.00011696,5625,0,
LT05_L1GS_034038_19980706_20160923_01_T2,5,1998,7,6,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19980713_20160923_01_T1,5,1998,7,13,0.014777607,0.163344142,0.1615,0.1287,0.2836,0.000218378,5625,0,
LT05_L1TP_034038_19980722_20160922_01_T1,5,1998,7,22,0.021480514,0.178288115,0.1745,0.1227,0.3382,0.000461412,5625,30.29333333,
LT05_L1TP_035038_19980729_20160923_01_T1,5,1998,7,29,0.025632382,0.185962329,0.1814,0.1285,0.3689,0.000657019,5625,0,
LT05_L1TP_034038_19980807_20160923_01_T1,5,1998,8,7,0.022721615,0.173690204,0.171,-0.1252,0.3317,0.000516272,5625,0,
LT05_L1TP_035038_19980814_20160922_01_T1,5,1998,8,14,0.021882646,0.177449582,0.1738,0.1291,0.3172,0.00047885,5625,0,
LT05_L1TP_034038_19980823_20160923_01_T1,5,1998,8,23,0.019106981,0.171039342,0.1679,0.1281,0.2956,0.000365077,5625,0,
LT05_L1TP_035038_19980830_20160922_01_T1,5,1998,8,30,0.028072457,0.192226951,0.1882,0.128,0.3568,0.000788063,5625,0,
LT05_L1TP_034038_19980908_20160924_01_T1,5,1998,9,8,0.026700581,0.179560516,0.1751,0.1158,0.3497,0.000712921,5625,0,
LT05_L1TP_034038_19980924_20160922_01_T1,5,1998,9,24,0.022699906,0.156193227,0.1518,0.1054,0.2925,0.000515286,5625,0,
LT05_L1TP_035038_19981001_20160922_01_T1,5,1998,10,1,0.017817725,0.144745843,0.1417,0.0936,0.2437,0.000317471,5625,85.03111111,
LT05_L1TP_034038_19981010_20160922_01_T1,5,1998,10,10,0.019064868,0.142846862,0.1389,0.1039,0.2577,0.000363469,5625,0,
LT05_L1TP_034038_19981026_20160922_01_T1,5,1998,10,26,0.02598216,0.138342845,0.1403,0.0469,0.2371,0.000675073,5625,36.64,
LT05_L1TP_035038_19981102_20160922_01_T1,5,1998,11,2,0.019843356,0.148808622,0.1455,0.101,0.2711,0.000393759,5625,0,
LT05_L1TP_035038_19981118_20160924_01_T1,5,1998,11,18,0.029357622,0.168700622,0.1674,0.0977,0.2714,0.00086187,5625,0,
LT05_L1TP_034038_19981127_20160923_01_T1,5,1998,11,27,0.00974741,0.1322,0.13135,0.121,0.1465,9.50E-05,5625,99.89333333,
LT05_L1TP_035038_19981204_20160924_01_T1,5,1998,12,4,0.046313271,0.207328996,0.2048,0.1136,0.3506,0.002144919,5625,0,
LT05_L1TP_034038_19981213_20160922_01_T1,5,1998,12,13,0.050353073,0.204678738,0.205,0.0958,0.3623,0.002535432,5625,0,
LT05_L1TP_035038_19981220_20160923_01_T1,5,1998,12,20,0.055476191,0.213440498,0.2167,0.0998,0.3681,0.003077608,5625,0,
LT05_L1TP_034038_19981229_20160922_01_T1,5,1998,12,29,0.048253919,0.192221618,0.1958,0.0861,0.3172,0.002328441,5625,0,
LT05_L1TP_035038_19990105_20160922_01_T1,5,1999,1,5,0.041930164,0.187037227,0.1895,0.091,0.2904,0.001758139,5625,0,
LT05_L1TP_034038_19990114_20160922_01_T1,5,1999,1,14,0.033931533,0.171397938,0.1731,0.0845,0.2601,0.001151349,5625,0,
LT05_L1TP_035038_19990121_20160922_01_T1,5,1999,1,21,0.028170589,0.161755058,0.1608,0.0919,0.2501,0.000793582,5625,0,
LT05_L1TP_034038_19990130_20160922_01_T1,5,1999,1,30,0.02365267,0.146655609,0.1465,0.0829,0.2397,0.000559449,5625,0,
LT05_L1TP_035038_19990206_20160921_01_T1,5,1999,2,6,0.02157584,0.151888053,0.1514,0.0993,0.2197,0.000465517,5625,0,
LT05_L1TP_034038_19990215_20160921_01_T1,5,1999,2,15,0.015844291,0.131199431,0.1306,0.0901,0.1952,0.000251042,5625,0,
LT05_L1TP_035038_19990222_20160922_01_T1,5,1999,2,22,0.010365904,0.105054027,0.1065,0.0744,0.1474,0.000107452,5625,0,
LT05_L1TP_034038_19990303_20160921_01_T1,5,1999,3,3,0.011954018,0.117228853,0.1167,0.0802,0.1713,0.000142899,5625,0,
LT05_L1TP_035038_19990310_20160922_01_T1,5,1999,3,10,0.009856525,0.101757618,0.102,0.0696,0.1484,9.72E-05,5625,0,
LT05_L1TP_034038_19990319_20160921_01_T1,5,1999,3,19,0.010773062,0.117183876,0.1169,0.0814,0.1731,0.000116059,5625,0,
LT05_L1TP_035038_19990326_20160923_01_T1,5,1999,3,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19990404_20160922_01_T1,5,1999,4,4,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19990411_20160921_01_T1,5,1999,4,11,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19990420_20160921_01_T1,5,1999,4,20,0.007877148,0.104017156,0.1035,0.082,0.1408,6.20E-05,5625,0,
LT05_L1TP_035038_19990427_20160921_01_T1,5,1999,4,27,0.008289931,0.108685191,0.107,0.0816,0.1476,6.87E-05,5625,0,
LT05_L1TP_034038_19990506_20160921_01_T1,5,1999,5,6,0.007591045,0.102827627,0.1026,0.0773,0.1368,5.76E-05,5625,0,
LT05_L1TP_035038_19990513_20160921_01_T1,5,1999,5,13,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19990522_20160921_01_T1,5,1999,5,22,0.011314087,0.109118985,0.1107,0.0356,0.1556,0.000128009,5625,22.56,
LT05_L1TP_035038_19990529_20160922_01_T1,5,1999,5,29,0.008658994,0.112635236,0.1109,0.0859,0.1732,7.50E-05,5625,0,
LT05_L1TP_034038_19990607_20160923_01_T1,5,1999,6,7,0.008003356,0.10411584,0.1041,0.0831,0.1724,6.41E-05,5625,0,
LT05_L1TP_035038_19990614_20160919_01_T1,5,1999,6,14,0.009632461,0.112653473,0.1132,0.0266,0.1874,9.28E-05,5625,17.58222222,
LT05_L1TP_034038_19990623_20160919_01_T1,5,1999,6,23,0.012582337,0.127051494,0.1274,0.0497,0.1924,0.000158315,5625,6.577777778,
LT05_L1TP_035038_19990630_20160919_01_T1,5,1999,6,30,0.009896143,0.106393493,0.1038,0.0793,0.1837,9.79E-05,5625,0,
LT05_L1TP_034038_19990709_20160919_01_T1,5,1999,7,9,0.011806466,0.108368516,0.1069,0.0686,0.1948,0.000139393,5625,0,
LT05_L1TP_035038_19990716_20160923_01_T1,5,1999,7,16,0.032843192,0.134205368,0.1315,-0.3139,0.6067,0.001078675,5625,6.933333333,
LT05_L1TP_034038_19990725_20160919_01_T1,5,1999,7,25,0.035235225,0.163725813,0.1571,0.0849,0.373,0.001241521,5625,0,
LT05_L1TP_035038_19990801_20160923_01_T1,5,1999,8,1,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19990810_20160919_01_T1,5,1999,8,10,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19990817_20160919_01_T1,5,1999,8,17,0.067745513,0.339674098,0.337,0.169,0.5978,0.004589455,5625,0,
LT05_L1TP_034038_19990826_20160919_01_T1,5,1999,8,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19990902_20160919_01_T1,5,1999,9,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_19990911_20160919_01_T1,5,1999,9,11,0.042590839,0.261496747,0.2556,0.1538,0.5095,0.00181398,5625,0,
LT05_L1TP_035038_19990918_20160919_01_T1,5,1999,9,18,0.048692561,0.280056516,0.2741,0.1474,0.5112,0.002370965,5625,0,
LT05_L1TP_034038_19990927_20160923_01_T1,5,1999,9,27,0.039859855,0.232779573,0.2266,0.1332,0.4642,0.001588808,5625,0,
LT05_L1TP_035038_19991004_20160923_01_T1,5,1999,10,4,0.037077978,0.217642827,0.2106,0.1292,0.4251,0.001374776,5625,0,
LT05_L1TP_034038_19991013_20160919_01_T1,5,1999,10,13,0.034782036,0.192996018,0.1854,0.112,0.3698,0.00120979,5625,0,
LT05_L1TP_034038_19991029_20160919_01_T1,5,1999,10,29,0.030237238,0.172158329,0.1663,0.105,0.3641,0.000914291,5625,0,
LT05_L1TP_035038_19991105_20160919_01_T1,5,1999,11,5,0.027606667,0.166733084,0.1611,0.0977,0.3292,0.000762128,5625,0,
LT05_L1TP_034038_19991114_20160919_01_T1,5,1999,11,14,0.024362593,0.154620053,0.1502,0.0982,0.3075,0.000593536,5625,0,
LT05_L1TP_035038_19991121_20160923_01_T1,5,1999,11,21,0.023314609,0.154927538,0.1501,0.1008,0.2749,0.000543571,5625,0,
LT05_L1TP_034038_19991130_20160919_01_T1,5,1999,11,30,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_19991223_20160919_01_T1,5,1999,12,23,0.016933175,0.134544462,0.1329,0.0833,0.2118,0.000286732,5625,0,
LT05_L1TP_035038_20000108_20160919_01_T1,5,2000,1,8,0.016725406,0.1360464,0.136,0.0912,0.2055,0.000279739,5625,0,
LT05_L1TP_035038_20000124_20160919_01_T1,5,2000,1,24,0.011729936,0.096977752,0.0994,0.058,0.1259,0.000137591,5625,92.24888889,
LT05_L1TP_034038_20000202_20160919_01_T1,5,2000,2,2,0.014160706,0.12228048,0.1215,0.0832,0.1904,0.000200526,5625,0,
LT05_L1TP_035038_20000209_20160918_01_T1,5,2000,2,9,0.01429249,0.129081724,0.1279,0.0781,0.1932,0.000204275,5625,0,
LT05_L1TP_034038_20000218_20160919_01_T1,5,2000,2,18,0.013441115,0.118570382,0.1166,0.0816,0.1756,0.000180664,5625,0,
LT05_L1TP_034038_20000305_20160919_01_T1,5,2000,3,5,0.02038158,0.121436822,0.1232,0.0178,0.1997,0.000415409,5625,33.42222222,
LT05_L1TP_035038_20000312_20160919_01_T1,5,2000,3,12,0.01240639,0.113023893,0.1119,0.0772,0.1808,0.000153919,5625,0,
LT05_L1TP_034038_20000321_20160918_01_T1,5,2000,3,21,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20000328_20160923_01_T1,5,2000,3,28,0.019378305,0.11655623,0.1185,0.0273,0.1847,0.000375519,5625,38.22222222,
LT05_L1TP_035038_20000413_20160923_01_T1,5,2000,4,13,0.010070736,0.109441707,0.1075,0.0758,0.1613,0.00010142,5625,0,
LT05_L1TP_034038_20000422_20160918_01_T1,5,2000,4,22,0.009438415,0.103096978,0.1016,0.0746,0.1529,8.91E-05,5625,0,
LT05_L1TP_034038_20000508_20160918_01_T1,5,2000,5,8,0.008130888,0.099589404,0.1003,0.0746,0.1452,6.61E-05,5625,0,
LT05_L1TP_035038_20000515_20160918_01_T1,5,2000,5,15,0.006706018,0.086635734,0.0875,0.0656,0.1178,4.50E-05,5625,48.16,
LT05_L1TP_034038_20000524_20160918_01_T1,5,2000,5,24,0.009113522,0.104008142,0.1032,0.0761,0.1665,8.31E-05,5625,0,
LT05_L1TP_035038_20000531_20160918_01_T1,5,2000,5,31,0.00930293,0.104916729,0.1046,0.0757,0.1785,8.65E-05,5625,0,
LT05_L1TP_034038_20000609_20160918_01_T1,5,2000,6,9,0.011713212,0.113656782,0.1133,0.0826,0.2036,0.000137199,5625,0,
LT05_L1TP_035038_20000616_20160923_01_T1,5,2000,6,16,0.011092858,0.119919307,0.1193,0.0867,0.2072,0.000123051,5625,0,
LT05_L1TP_034038_20000625_20160918_01_T1,5,2000,6,25,0.011459268,0.104595982,0.1036,0.0709,0.2032,0.000131315,5625,0,
LT05_L1TP_035038_20000702_20160918_01_T1,5,2000,7,2,0.018476136,0.135502353,0.1319,0.1026,0.1848,0.000341368,5625,98.48888889,
LT05_L1TP_034038_20000711_20160918_01_T1,5,2000,7,11,0.011010441,0.17213975,0.17075,0.1443,0.2134,0.00012123,5625,92.88888889,
LT05_L1TP_035038_20000718_20160918_01_T1,5,2000,7,18,0.02538822,0.177890827,0.1735,0.123,0.3286,0.000644562,5625,0,
LT05_L1TP_035038_20000803_20160918_01_T1,5,2000,8,3,0.01915874,0.150337991,0.1469,0.1129,0.2551,0.000367057,5625,0,
LT05_L1TP_034038_20000812_20160918_01_T1,5,2000,8,12,0.027319858,0.153077173,0.1496,0.0958,0.293,0.000746375,5625,0,
LT05_L1TP_035038_20000819_20160918_01_T1,5,2000,8,19,0.025198343,0.143919111,0.14,0.0893,0.3074,0.000634956,5625,0,
LT05_L1TP_034038_20000828_20160918_01_T1,5,2000,8,28,0.029099764,0.117212003,0.116,-0.2744,0.5818,0.000846796,5625,52.60444444,
LT05_L1TP_035038_20000904_20160922_01_T1,5,2000,9,4,0.024836114,0.146496729,0.1444,0.0878,0.3204,0.000616833,5625,0,
LT05_L1TP_034038_20000913_20160918_01_T1,5,2000,9,13,0.022681849,0.136359396,0.1326,0.0896,0.3017,0.000514466,5625,0,
LT05_L1TP_034038_20000929_20160918_01_T1,5,2000,9,29,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20001006_20160918_01_T1,5,2000,10,6,0.017571346,0.123215236,0.1194,-0.0334,0.2331,0.000308752,5625,0,
LT05_L1TP_034038_20001015_20160922_01_T1,5,2000,10,15,0.020891724,0.130848711,0.1267,0.086,0.2738,0.000436464,5625,0,
LT05_L1TP_034038_20001031_20160918_01_T1,5,2000,10,31,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_20001116_20160918_01_T1,5,2000,11,16,0.033095777,0.151514791,0.1476,0.0801,0.2783,0.00109533,5625,0,
LT05_L1TP_035038_20001123_20160922_01_T1,5,2000,11,23,0.042281601,0.164038542,0.1571,0.0753,0.3121,0.001787734,5625,0,
LT05_L1GS_034038_20001202_20160918_01_T2,5,2000,12,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20001225_20160918_01_T1,5,2000,12,25,0.086773269,0.270532551,0.2698,0.1129,0.4877,0.0075296,5625,0,
LT05_L1TP_034038_20010103_20160918_01_T1,5,2001,1,3,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20010110_20160918_01_T1,5,2001,1,10,0.097470239,0.294590717,0.3019,0.0777,0.5259,0.009500447,5625,0.035555556,
LT05_L1TP_034038_20010119_20160918_01_T1,5,2001,1,19,0.089282817,0.26540096,0.2682,0.0647,0.5026,0.007971421,5625,0,
LT05_L1TP_035038_20010126_20160918_01_T1,5,2001,1,26,0.088134149,0.28463744,0.2915,0.101,0.506,0.007767628,5625,0,
LT05_L1TP_034038_20010204_20160918_01_T1,5,2001,2,4,0.085765718,0.29011184,0.2962,0.1004,0.5186,0.007355758,5625,0,
LT05_L1TP_035038_20010211_20160918_01_T1,5,2001,2,11,0.082112732,0.307221387,0.3159,0.1069,0.543,0.006742501,5625,0,
LT05_L1TP_034038_20010220_20160921_01_T1,5,2001,2,20,0.0705367,0.324438773,0.3338,0.143,0.5026,0.004975426,5625,0,
LT05_L1TP_034038_20010308_20160919_01_T1,5,2001,3,8,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20010315_20160918_01_T1,5,2001,3,15,0.040884774,0.309500924,0.3116,0.1658,0.49,0.001671565,5625,0,
LT05_L1TP_034038_20010324_20160918_01_T1,5,2001,3,24,0.033910407,0.269451502,0.2683,0.1594,0.4513,0.001149916,5625,0,
LT05_L1TP_035038_20010331_20160919_01_T1,5,2001,3,31,0.031025769,0.255557529,0.2529,0.1713,0.4335,0.000962598,5625,0,
LT05_L1TP_034038_20010409_20160917_01_T1,5,2001,4,9,0.024048517,0.223215609,0.2222,0.1544,0.408,0.000578331,5625,0,
LT05_L1TP_035038_20010416_20160917_01_T1,5,2001,4,16,0.019334567,0.197812676,0.197,0.1405,0.3181,0.000373825,5625,0,
LT05_L1TP_034038_20010425_20160917_01_T1,5,2001,4,25,0.015590935,0.183446738,0.1842,0.1334,0.2938,0.000243077,5625,0,
LT05_L1TP_035038_20010502_20160917_01_T1,5,2001,5,2,0.015107642,0.171765209,0.171,0.1195,0.2536,0.000228241,5625,0,
LT05_L1TP_034038_20010511_20160918_01_T1,5,2001,5,11,0.013699216,0.160686684,0.1604,0.1129,0.2329,0.000187669,5625,0,
LT05_L1TP_035038_20010518_20160917_01_T1,5,2001,5,18,0.020096942,0.161591162,0.1634,0.0939,0.2398,0.000403887,5625,25.36888889,
LT05_L1TP_034038_20010527_20160917_01_T1,5,2001,5,27,0.016761759,0.15525312,0.1539,0.1062,0.2507,0.000280957,5625,0,
LT05_L1TP_034038_20010612_20160918_01_T1,5,2001,6,12,0.019865402,0.155510578,0.1527,0.1031,0.2696,0.000394634,5625,0,
LT05_L1TP_035038_20010619_20160918_01_T1,5,2001,6,19,0.014942186,0.149962382,0.1482,0.102,0.2469,0.000223269,5625,0,
LT05_L1TP_034038_20010628_20160917_01_T1,5,2001,6,28,0.022011197,0.162076213,0.1599,0.1006,0.2955,0.000484493,5625,0,
LT05_L1TP_035038_20010705_20160917_01_T1,5,2001,7,5,0.02365417,0.172183771,0.1696,0.1132,0.3109,0.00055952,5625,1.191111111,
LT05_L1TP_034038_20010714_20160917_01_T1,5,2001,7,14,0.025058152,0.157309013,0.1526,0.0936,0.3341,0.000627911,5625,0,
LT05_L1GS_035038_20010721_20160919_01_T2,5,2001,7,21,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_20010730_20160917_01_T1,5,2001,7,30,0.037867628,0.194986169,0.19185,0.0905,0.3806,0.001433957,5625,70.95111111,
LT05_L1TP_035038_20010806_20160917_01_T1,5,2001,8,6,0.029820263,0.1798328,0.1749,0.1218,0.3848,0.000889248,5625,0,
LT05_L1TP_034038_20010815_20160919_01_T1,5,2001,8,15,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20010822_20160917_01_T1,5,2001,8,22,0.036599942,0.230500213,0.2275,0.1346,0.4484,0.001339556,5625,0,
LT05_L1TP_034038_20010831_20160917_01_T1,5,2001,8,31,0.031357984,0.219569796,0.2151,0.1467,0.4386,0.000983323,5625,0,
LT05_L1TP_035038_20010907_20160918_01_T1,5,2001,9,7,0.030437444,0.204381884,0.199,0.1368,0.4077,0.000926438,5625,0,
LT05_L1TP_034038_20010916_20160917_01_T1,5,2001,9,16,0.029907822,0.208380053,0.2055,0.126,0.3924,0.000894478,5625,0,
LT05_L1TP_035038_20010923_20160917_01_T1,5,2001,9,23,0.025848549,0.191973458,0.1878,0.1315,0.3599,0.000668148,5625,0,
LT05_L1TP_034038_20011002_20160917_01_T1,5,2001,10,2,0.024507483,0.180466258,0.1765,0.1282,0.3276,0.000600617,5625,0,
LT05_L1TP_035038_20011009_20160917_01_T1,5,2001,10,9,0.024130547,0.177319378,0.1731,0.1245,0.3377,0.000582283,5625,0,
LT05_L1TP_034038_20011018_20160917_01_T1,5,2001,10,18,0.022634936,0.144596907,0.1422,0.0793,0.2784,0.00051234,5625,0,
LT05_L1TP_035038_20011025_20160917_01_T1,5,2001,10,25,0.019917546,0.147382187,0.1449,0.0966,0.258,0.000396709,5625,0,
LT05_L1TP_034038_20011103_20160917_01_T1,5,2001,11,3,0.019676853,0.149638098,0.1468,0.1053,0.2876,0.000387179,5625,0,
LT05_L1TP_035038_20011110_20160917_01_T1,5,2001,11,10,0.015083316,0.146024105,0.1442,0.1047,0.2385,0.000227506,5625,1.688888889,
LT05_L1TP_034038_20011119_20160917_01_T1,5,2001,11,19,0.021131985,0.133126187,0.1323,0.064,0.2634,0.000446561,5625,46.43555556,
LT05_L1TP_035038_20011126_20160917_01_T1,5,2001,11,26,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_20011205_20160917_01_T1,5,2001,12,5,0.017091723,0.143073369,0.1424,0.0996,0.2518,0.000292127,5625,0,
LT05_L1TP_034038_20011221_20160917_01_T1,5,2001,12,21,0.015225094,0.137141138,0.1356,0.0945,0.2236,0.000231803,5625,0,
LT05_L1TP_035038_20011228_20160917_01_T1,5,2001,12,28,0.01582696,0.124972744,0.1237,0.0733,0.1889,0.000250493,5625,24.72888889,
LT05_L1TP_034038_20020106_20160917_01_T1,5,2002,1,6,0.014804429,0.128275147,0.1269,0.0832,0.196,0.000219171,5625,0,
LT05_L1TP_035038_20020113_20160918_01_T1,5,2002,1,13,0.015405077,0.134463609,0.1331,0.0919,0.2001,0.000237316,5625,0,
LT05_L1TP_034038_20020122_20160917_01_T1,5,2002,1,22,0.013754886,0.126292907,0.1249,0.0862,0.1831,0.000189197,5625,0,
LT05_L1TP_034038_20020207_20160916_01_T1,5,2002,2,7,0.014146849,0.121643182,0.1196,0.0797,0.192,0.000200133,5625,0,
LT05_L1TP_035038_20020214_20160916_01_T1,5,2002,2,14,0.013543538,0.128079822,0.1281,0.0859,0.1812,0.000183427,5625,0,
LT05_L1TP_034038_20020223_20160916_01_T1,5,2002,2,23,0.013540463,0.128339662,0.1276,0.0885,0.1855,0.000183344,5625,0,
LT05_L1TP_035038_20020302_20160918_01_T1,5,2002,3,2,0.012742174,0.131829796,0.1316,0.092,0.1803,0.000162363,5625,0,
LT05_L1TP_035038_20020505_20160916_01_T1,5,2002,5,5,0.008540843,0.103384,0.1034,0.0789,0.1399,7.29E-05,5625,0,
LT05_L1TP_034038_20020514_20160916_01_T1,5,2002,5,14,0.008916034,0.108414311,0.1068,0.0767,0.1533,7.95E-05,5625,0,
LT05_L1TP_035038_20020521_20160916_01_T1,5,2002,5,21,0.009495878,0.109238684,0.109,0.0852,0.1659,9.02E-05,5625,0,
LT05_L1TP_035038_20020606_20160916_01_T1,5,2002,6,6,0.009870597,0.117363902,0.117,0.0592,0.1661,9.74E-05,5625,1.6,
LT05_L1TP_034038_20020615_20160916_01_T1,5,2002,6,15,0.009510038,0.106539289,0.107,0.0789,0.1936,9.04E-05,5625,0,
LT05_L1TP_035038_20020622_20160916_01_T1,5,2002,6,22,0.009644071,0.112656551,0.1109,0.085,0.1915,9.30E-05,5625,0,
LT05_L1TP_034038_20020701_20160916_01_T1,5,2002,7,1,0.008050628,0.116052391,0.1155,0.0882,0.1717,6.48E-05,5625,0,
LT05_L1TP_035038_20020708_20160918_01_T1,5,2002,7,8,0.013757739,0.105407609,0.1041,0,0.1544,0.000189275,5625,37.84888889,
LT05_L1TP_034038_20020717_20160916_01_T1,5,2002,7,17,0.012106313,0.096788404,0.0974,0.0481,0.1347,0.000146563,5625,85.74222222,
LT05_L1TP_035038_20020724_20160917_01_T1,5,2002,7,24,0.013901946,0.1271704,0.1241,0.0956,0.2552,0.000193264,5625,0,
LT05_L1TP_034038_20020802_20160916_01_T1,5,2002,8,2,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20020809_20160917_01_T1,5,2002,8,9,0.068778918,0.299723627,0.2971,0.1371,0.6412,0.00473054,5625,0,
LT05_L1TP_034038_20020818_20160916_01_T1,5,2002,8,18,0.066943907,0.339859004,0.3382,0.1526,0.6381,0.004481487,5625,0,
LT05_L1TP_035038_20020825_20160916_01_T1,5,2002,8,25,0.069130957,0.349614364,0.3455,0.1523,0.6997,0.004779089,5625,0,
LT05_L1TP_034038_20020903_20160916_01_T1,5,2002,9,3,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20020910_20160916_01_T1,5,2002,9,10,0.039931845,0.285379022,0.2781,0.1803,0.4619,0.001594552,5625,0,
LT05_L1TP_034038_20020919_20160916_01_T1,5,2002,9,19,0.051631643,0.265799964,0.2578,0.1389,0.5744,0.002665827,5625,0,
LT05_L1TP_035038_20020926_20160916_01_T1,5,2002,9,26,0.045134449,0.250436018,0.2419,0.1477,0.5263,0.002037118,5625,0,
LT05_L1TP_034038_20021005_20160916_01_T1,5,2002,10,5,0.044026708,0.206536889,0.1986,0.1075,0.4578,0.001938351,5625,0,
LT05_L1TP_035038_20021012_20160916_01_T1,5,2002,10,12,0.041709677,0.210470596,0.2012,0.1199,0.4271,0.001739697,5625,0,
LT05_L1TP_034038_20021021_20160916_01_T1,5,2002,10,21,0.039819455,0.196146862,0.1888,0.1108,0.4086,0.001585589,5625,0,
LT05_L1TP_035038_20021028_20160916_01_T1,5,2002,10,28,0.038262099,0.1927424,0.1849,0.1069,0.4168,0.001463988,5625,0,
LT05_L1TP_034038_20021106_20160917_01_T1,5,2002,11,6,0.031620514,0.169625547,0.1638,0.1051,0.3555,0.000999857,5625,0,
LT05_L1TP_035038_20021113_20160917_01_T1,5,2002,11,13,0.02773206,0.164479147,0.1589,0.1055,0.3325,0.000769067,5625,0,
LT05_L1TP_034038_20021122_20160916_01_T1,5,2002,11,22,0.024769295,0.148973262,0.1436,0.0895,0.2952,0.000613518,5625,0,
LT05_L1GS_035038_20021129_20160916_01_T2,5,2002,11,29,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_20021208_20160916_01_T1,5,2002,12,8,0.021643739,0.140104658,0.1381,0.0737,0.2571,0.000468451,5625,0,
LT05_L1TP_035038_20021215_20160916_01_T1,5,2002,12,15,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_034038_20021224_20160916_01_T1,5,2002,12,24,0.021525017,0.137961673,0.1382,0.0634,0.2297,0.000463326,5625,13.72444444,
LT05_L1TP_035038_20021231_20160916_01_T1,5,2002,12,31,0.018338213,0.130637707,0.1291,0.081,0.2342,0.00033629,5625,0,
LT05_L1TP_034038_20030109_20160916_01_T1,5,2003,1,9,0.018732801,0.104752717,0.1048,0.0283,0.1564,0.000350918,5625,87.89333333,
LT05_L1TP_035038_20030116_20160917_01_T1,5,2003,1,16,0.016588661,0.125625973,0.125,0.0773,0.1929,0.000275184,5625,0,
LT05_L1TP_034038_20030125_20160916_01_T1,5,2003,1,25,0.015278641,0.1147,0.1147,0.0731,0.1894,0.000233437,5625,0,
LT05_L1TP_035038_20030201_20160916_01_T1,5,2003,2,1,0.015381243,0.112475911,0.1125,0.0664,0.1778,0.000236583,5625,0,
LT05_L1TP_034038_20030210_20160916_01_T1,5,2003,2,10,0.011362264,0.130527876,0.1311,0.0903,0.1839,0.000129101,5625,0,
LT05_L1TP_035038_20030217_20160916_01_T1,5,2003,2,17,0.02109686,0.114006082,0.1139,0.0321,0.1985,0.000445077,5625,1.208888889,
LT05_L1TP_034038_20030226_20160916_01_T1,5,2003,2,26,0.021672701,0.142734963,0.1422,0.0598,0.2073,0.000469706,5625,76,
LT05_L1TP_035038_20030305_20160916_01_T1,5,2003,3,5,0.022701992,0.113841047,0.1136,0.0306,0.1975,0.00051538,5625,74.18666667,
LT05_L1TP_034038_20030314_20160916_01_T1,5,2003,3,14,NA,NA,NA,Inf,#NAME?,NA,5625,100,
LT05_L1TP_035038_20030321_20160915_01_T1,5,2003,3,21,0.01910729,0.116228869,0.1182,-0.005,0.1777,0.000365089,5625,43.59111111,
LT05_L1TP_034038_20030330_20160916_01_T1,5,2003,3,30,0.012146903,0.119090613,0.118,0.0859,0.1732,0.000147547,5625,0,
LT05_L1TP_035038_20030406_20160916_01_T1,5,2003,4,6,0.011403193,0.102973333,0.1017,0.0646,0.1722,0.000130033,5625,0,
LT05_L1TP_034038_20030415_20160915_01_T1,5,2003,4,15,0.006189021,0.109848837,0.1106,0.096,0.1226,3.83E-05,5625,99.23555556,
LT05_L1TP_035038_20030422_20160915_01_T1,5,2003,4,22,0.010468254,0.106155236,0.1044,0.076,0.168,0.000109584,5625,0,
